mpn,lcsc,lcsc_status,manufacturer,description,second_source,boards,qty,unit_100,unit_1k,unit_5k,unit_10k,ext_1k_INR,ext_10k_INR,sample_refs
CC0603JRNPO9BN221,,UNMAPPED,any,"filter/decoupling MLCC 0402–0805","any",dcdc,12,0.7,0.5,0.4,0.4,6,5,C1CF C2CF C3CF C4CF C5CF C6CF C7CF C8CF C9CF C10CF C11CF C12CF
TACT-6x6,C318884,ORDERABLE,any,"tactile switch 6×6 (HMI; pinout pairing VERIFY at BOM freeze, MR-10)","any",dcdc,2,4.1,3,2.6,2.4,6,5,SW1 SW2
UF-400V-3A,C3039981,ORDERABLE,onsemi/MDD (MURS340 class),"400 V 3 A ultrafast, SMC pad (aux 24 V rectifier — CB-19: PIV ≈ 176 V + leakage ring; 100 V Schottky avalanched)","ES3 series 400 V",acdc,1,6.8,5,4.4,4,5,4,DAUX24
R-small,,CLASS,any,"small-signal resistor 0402–0805 (pulls/filters/feedback)","any",acdc+dcdc,11,0.5,0.4,0.4,0.3,4,3,RFLTA RAGTA RPET RBR2 RFB1 RBKF1A RM24A RM15A RPVLA RPVBA RTERM
PESD1CAN,C143073,ORDERABLE,Nexperia/eq,"CAN TVS","any",dcdc,1,5.4,4,3.5,3.2,4,3,TVSCAN
74HC595,C19192516,ORDERABLE,any,"shift register SOIC-16 (HMI segments)","TPIC6C595",dcdc,1,5.4,4,3.5,3.2,4,3,USR1
SMBJ26A,C127562,ORDERABLE,any,"TVS 26 V uni SMB (V24 rail clamp — MR-17 FB-open fault)","any",acdc,1,4.1,3,2.6,2.4,3,2,DTVS24
SMBJ16A,C151859,ORDERABLE,any,"TVS 16 V uni SMB (V15 rail clamp — MR-17)","any",acdc,1,4.1,3,2.6,2.4,3,2,DTVS15
RC0805FR-07100KL,,UNMAPPED,any,"33 Ω CT burden 1% (line CTs 1:2500 → 0.79 V/55 A)","any",dcdc,2,2,1.5,1.3,1.2,3,2,RENRB RENLB
R1206-R31-1%-0.5W,,CLASS,any current-sense,"0.31 Ω 1% 0.5 W 1206 current-sense (aux Ip clamp 3.2 A — was misclassified into the small-signal catch-all)","any CS 1206",acdc,1,3.4,2.5,2.2,2,3,2,RAUXCS
CC0402KRX7R7BB104,,UNMAPPED,any,"100 nF 0402 decoupling","any",acdc+dcdc,8,0.4,0.3,0.3,0.2,2,2,CPFCD0 CPFCD1 CPFCD2 CPFCD3 CLLCD0 CLLCD1 CLLCD2 CLLCD3
RC0603FR-07220RL,,UNMAPPED,any,"220 Ω segment","any",dcdc,8,0.4,0.3,0.3,0.2,2,2,RSEG0 RSEG1 RSEG2 RSEG3 RSEG4 RSEG5 RSEG6 RSEG7
RC0805FR-07100RL,,UNMAPPED,any,"small-signal resistor 0402–0805 (pulls/filters/feedback)","any",acdc+dcdc,5,0.5,0.4,0.4,0.3,2,2,RQDG RALTS RALRS RBLTS RBLRS
CL21A106KAYNNNE,,UNMAPPED,any,"filter/decoupling MLCC 0402–0805","any",acdc+dcdc,4,0.7,0.5,0.4,0.4,2,2,CAVO CBKIA CAVO CBKIB
FB-600R-0805,C1017,ORDERABLE,any,"ferrite bead 600 Ω@100 MHz (VDDA feed — MR-7)","any",acdc+dcdc,2,1.1,0.8,0.7,0.6,2,1,FBPFCA FBLLCA
RC0805FR-07100KL,,UNMAPPED,any,"small-signal resistor 0402–0805 (pulls/filters/feedback)","any",acdc,4,0.5,0.4,0.4,0.3,2,1,RENRA RENLA RAUXG RAUXRT
CC0603KRX7R9BB103,,UNMAPPED,any,"filter/decoupling MLCC 0402–0805","any",acdc,3,0.7,0.5,0.4,0.4,2,1,CV1DF CV2DF CV3DF
CC0805KRX7R9BB222,,UNMAPPED,any,"filter/decoupling MLCC 0402–0805","any",acdc+dcdc,2,0.7,0.5,0.4,0.4,1,1,CAVF CAVF
CL21B105KBFNNNE,,UNMAPPED,any,"filter/decoupling MLCC 0402–0805","any",acdc+dcdc,2,0.7,0.5,0.4,0.4,1,1,CPFCA1 CLLCA1
MLCC-small,,CLASS,any,"filter/decoupling MLCC 0402–0805","any",acdc+dcdc,2,0.7,0.5,0.4,0.4,1,1,CCSF CCGB
GRM21BR61C226ME44L,,UNMAPPED,any,"filter/decoupling MLCC 0402–0805","any",acdc+dcdc,2,0.7,0.5,0.4,0.4,1,1,CBKOA CBKOB
RC0805FR-074R7L,,UNMAPPED,any,"small-signal resistor 0402–0805 (pulls/filters/feedback)","any",acdc+dcdc,2,0.5,0.4,0.4,0.3,1,1,RAVI RAVI
S8050,C2146,ORDERABLE,CJ,"NPN SOT-23 (display digit driver)","MMBT2222",dcdc,2,0.5,0.4,0.4,0.3,1,1,QDIG1 QDIG2
RC0805FR-072K2L,,UNMAPPED,any,"small-signal resistor 0402–0805 (pulls/filters/feedback)","any",dcdc,2,0.5,0.4,0.4,0.3,1,1,RDIG1 RDIG2
BIAS-XFMR-SET,,CUSTOM,custom,"BIAS-XFMR multi-secondary set (E23) — RETIRED at 10k volume (modules permanent, E23 rev B)","—",acdc+dcdc,2,0,0,0,0,0,0,
MECH,,MECH,—,"PCB-ACDC 6L 560×600","—",module,1,3450,3000,2790,2610,3000,2610,
MECH,,MECH,—,"PCB-DCDC 6L 640×620","—",module,1,4082,3550,3302,3089,3550,3089,
MECH,,MECH,—,"Heatsink extrusions","—",module,1,5980,5200,4836,4524,5200,4524,
MECH,,MECH,—,"Fans 120×38 PWM (3.3 V-PWM-compatible p/n)","—",module,4,322,280,260,244,1120,974,
MECH,,MECH,—,"Enclosure sheet metal + hardware","—",module,1,2185,1900,1767,1653,1900,1653,
MECH,,MECH,—,"Busbars/interconnect + harness (busbar-calc)","—",module,1,4794,4169,3877,3627,4169,3627,
MECH,,MECH,—,"NTC sensor assemblies (insulated tip spec, E25)","—",module,4,21,18,17,16,72,63,
MECH,,MECH,—,"TIM/insulators/fasteners","—",module,1,1093,950,884,827,950,827,
MECH,,MECH,—,"Assembly + calibration + EOL test","—",module,1,4485,3900,3627,3393,3900,3393,
TOTAL_ELECTRONIC,,,,,,,,,,,,93359,73858,
TOTAL_MODULE,,,,,,,,,,,,117220,94617,
