# §35 full grid (E67 rev: full-bridge tanks, LOW/HIGH mode edge at 500 V, PSM at f_max, line-tracking bus floor), averaged fidelity; PASS = Tj<=150, Ip_rms<=tank class (78/100/120 A rms), fn in [0.45,1.45], eta floor
sku,Vin,Vout,load,temp,mode,ctl,Pout_W,bus_V,fn,Ip_rms_A,Iline_A,eta_pct,Tj_pfc_C,Tj_llc_C,PASS,notes,Tj_jbs_C,Woff_pos_W,Itoff_A
30kw,400,400,0.1,hot,PAR,PFM,3000,830,1.084,17.2,4.5,95.37,75,86,PASS,,75,10.4,24.3
30kw,400,400,0.25,cold,PAR,PFM,7500,830,1.084,19.8,11.3,97.21,14,23,PASS,,12,12,27.9
30kw,400,400,0.25,room,PAR,PFM,7500,830,1.084,19.8,11.3,97.2,49,59,PASS,,47,12,27.9
30kw,400,400,0.25,hot,PAR,PFM,7500,830,1.084,19.8,11.3,97.19,78,88,PASS,,76,12,27.9
30kw,400,400,0.5,cold,PAR,PFM,15000,830,1.083,27,22.5,97.55,19,29,PASS,,15,15.4,36.1
30kw,400,400,0.5,room,PAR,PFM,15000,830,1.083,27,22.5,97.53,54,66,PASS,,50,15.4,36.1
30kw,400,400,0.5,hot,PAR,PFM,15000,830,1.083,27,22.5,97.51,84,96,PASS,,79,15.4,36.1
30kw,400,400,0.75,cold,PAR,PFM,22500,830,1.082,36,33.8,97.5,25,36,PASS,,17,16.4,38.4
30kw,400,400,0.75,room,PAR,PFM,22500,830,1.082,36,33.8,97.47,61,73,PASS,,52,16.4,38.4
30kw,400,400,0.75,hot,PAR,PFM,22500,830,1.082,36,33.8,97.44,91,104,PASS,,81,16.4,38.4
30kw,400,400,1,cold,PAR,PFM,30000,830,1.081,45.7,45.1,97.32,34,45,PASS,,21,17.7,41.4
30kw,400,400,1,room,PAR,PFM,30000,830,1.081,45.7,45.1,97.27,71,85,PASS,,56,17.7,41.4
30kw,400,400,1,hot,PAR,PFM,30000,830,1.081,45.7,45.1,97.22,101,117,PASS,,85,17.7,41.4
30kw,400,500,0,cold,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,400,500,0,room,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,400,500,0,hot,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,400,500,0.05,cold,PAR,PFM,1500,830,0.609,37.1,2.3,87.41,11,33,PASS,,10,12.6,52.5
30kw,400,500,0.05,room,PAR,PFM,1500,830,0.609,37.1,2.3,87.41,46,71,PASS,,45,12.6,52.5
30kw,400,500,0.05,hot,PAR,PFM,1500,830,0.609,37.1,2.3,87.4,75,102,PASS,,74,12.6,52.5
30kw,400,500,0.1,cold,PAR,PFM,3000,830,0.608,37.2,4.5,92.87,11,33,PASS,,11,12.7,52.7
30kw,400,500,0.1,room,PAR,PFM,3000,830,0.608,37.2,4.5,92.86,46,71,PASS,,46,12.7,52.7
30kw,400,500,0.1,hot,PAR,PFM,3000,830,0.608,37.2,4.5,92.86,75,102,PASS,,75,12.7,52.7
30kw,400,500,0.25,cold,PAR,PFM,7500,830,0.607,38.1,11.3,96.34,14,34,PASS,,12,12.9,53.9
30kw,400,500,0.25,room,PAR,PFM,7500,830,0.607,38.1,11.3,96.33,49,72,PASS,,47,12.9,53.9
30kw,400,500,0.25,hot,PAR,PFM,7500,830,0.607,38.1,11.3,96.32,78,103,PASS,,76,12.9,53.9
30kw,400,500,0.5,cold,PAR,PFM,15000,830,0.602,41.1,22.5,97.33,19,38,PASS,,13,13.8,58.2
30kw,400,500,0.5,room,PAR,PFM,15000,830,0.602,41.1,22.5,97.3,54,76,PASS,,48,13.8,58.2
30kw,400,500,0.5,hot,PAR,PFM,15000,830,0.602,41.1,22.5,97.28,84,108,PASS,,77,13.8,58.2
30kw,400,500,0.75,cold,PAR,PFM,22500,830,0.593,45.8,33.8,97.48,25,43,PASS,,16,15.2,64.8
30kw,400,500,0.75,room,PAR,PFM,22500,830,0.593,45.8,33.8,97.45,61,82,PASS,,51,15.2,64.8
30kw,400,500,0.75,hot,PAR,PFM,22500,830,0.593,45.8,33.8,97.41,91,115,PASS,,80,15.2,64.8
30kw,400,500,1,cold,PAR,PFM,30000,830,0.579,51.7,45.1,97.45,34,50,PASS,,18,14.8,64.7
30kw,400,500,1,room,PAR,PFM,30000,830,0.579,51.7,45.1,97.39,71,90,PASS,,53,14.8,64.7
30kw,400,500,1,hot,PAR,PFM,30000,830,0.579,51.7,45.1,97.35,101,124,PASS,,82,14.8,64.7
30kw,400,500,0,cold,SER,IDLE,0,650,,0,0,,,,PASS,standby
30kw,400,500,0,room,SER,IDLE,0,650,,0,0,,,,PASS,standby
30kw,400,500,0,hot,SER,IDLE,0,650,,0,0,,,,PASS,standby
30kw,400,500,0.05,cold,SER,PSM,1500,650,1.45,8.5,2.3,93.93,10,16,PASS,,11,6.1,13.6
30kw,400,500,0.05,room,SER,PSM,1500,650,1.45,8.5,2.3,93.93,45,51,PASS,,46,6.1,13.6
30kw,400,500,0.05,hot,SER,PSM,1500,650,1.45,8.5,2.3,93.93,74,80,PASS,,75,6.1,13.6
30kw,400,500,0.1,cold,SER,PSM,3000,650,1.45,10.3,4.5,96.09,11,17,PASS,,11,7.4,16.5
30kw,400,500,0.1,room,SER,PSM,3000,650,1.45,10.3,4.5,96.09,46,52,PASS,,46,7.4,16.5
30kw,400,500,0.1,hot,SER,PSM,3000,650,1.45,10.3,4.5,96.08,75,81,PASS,,75,7.4,16.5
30kw,400,500,0.25,cold,SER,PSM,7500,650,1.45,18.7,11.3,97.11,13,24,PASS,,13,13.4,29.9
30kw,400,500,0.25,room,SER,PSM,7500,650,1.45,18.7,11.3,97.11,48,60,PASS,,48,13.4,29.9
30kw,400,500,0.25,hot,SER,PSM,7500,650,1.45,18.7,11.3,97.1,77,89,PASS,,77,13.4,29.9
30kw,400,500,0.5,cold,SER,PSM,15000,650,1.45,34.9,22.5,97,16,42,PASS,,18,25,55.8
30kw,400,500,0.5,room,SER,PSM,15000,650,1.45,34.9,22.5,96.99,51,80,PASS,,53,25,55.8
30kw,400,500,0.5,hot,SER,PSM,15000,650,1.45,34.9,22.5,96.98,80,110,PASS,,82,25,55.8
30kw,400,500,0.75,cold,SER,PSM,22500,650,1.45,51.6,33.8,96.61,20,70,PASS,,24,37,82.6
30kw,400,500,0.75,room,SER,PSM,22500,650,1.45,51.6,33.8,96.6,55,110,PASS,,59,37,82.6
30kw,400,500,0.75,hot,SER,PSM,22500,650,1.45,51.6,33.8,96.58,85,144,PASS,,88,37,82.6
30kw,400,500,1,cold,SER,PFM,30000,650,1.398,68.5,45.1,96.01,24,103,PASS,,31,39.2,90.7
30kw,400,500,1,room,SER,PFM,30000,650,1.398,68.5,45.1,95.99,60,148,PASS,,66,39.2,90.7
30kw,400,500,1,hot,SER,PFM,30000,650,1.398,55.3,36.3,96.34,86,146,PASS,thermal derate to 80% ,89,31.8,73.6
30kw,400,750,0,cold,SER,IDLE,0,789,,0,0,,,,PASS,standby
30kw,400,750,0,room,SER,IDLE,0,789,,0,0,,,,PASS,standby
30kw,400,750,0,hot,SER,IDLE,0,789,,0,0,,,,PASS,standby
30kw,400,750,0.05,cold,SER,PFM,1500,789,1.119,15.3,2.3,92.69,11,19,PASS,,10,9.1,21.6
30kw,400,750,0.05,room,SER,PFM,1500,789,1.119,15.3,2.3,92.69,46,55,PASS,,45,9.1,21.6
30kw,400,750,0.05,hot,SER,PFM,1500,789,1.119,15.3,2.3,92.69,75,84,PASS,,74,9.1,21.6
30kw,400,750,0.1,cold,SER,PFM,3000,789,1.119,15.8,4.5,95.69,11,20,PASS,,11,9.4,22.3
30kw,400,750,0.1,room,SER,PFM,3000,789,1.119,15.8,4.5,95.68,46,55,PASS,,46,9.4,22.3
30kw,400,750,0.1,hot,SER,PFM,3000,789,1.119,15.8,4.5,95.68,75,85,PASS,,75,9.4,22.3
30kw,400,750,0.25,cold,SER,PFM,7500,789,1.118,18.9,11.3,97.36,13,22,PASS,,12,11.2,26.7
30kw,400,750,0.25,room,SER,PFM,7500,789,1.118,18.9,11.3,97.35,49,58,PASS,,47,11.2,26.7
30kw,400,750,0.25,hot,SER,PFM,7500,789,1.118,18.9,11.3,97.34,78,87,PASS,,76,11.2,26.7
30kw,400,750,0.5,cold,SER,PFM,15000,789,1.117,27.3,22.5,97.66,18,28,PASS,,15,14.4,34.3
30kw,400,750,0.5,room,SER,PFM,15000,789,1.117,27.3,22.5,97.64,54,65,PASS,,50,14.4,34.3
30kw,400,750,0.5,hot,SER,PFM,15000,789,1.117,27.3,22.5,97.62,83,95,PASS,,79,14.4,34.3
30kw,400,750,0.75,cold,SER,PFM,22500,789,1.115,37.2,33.8,97.57,24,36,PASS,,18,15.9,38
30kw,400,750,0.75,room,SER,PFM,22500,789,1.115,37.2,33.8,97.53,60,74,PASS,,53,15.9,38
30kw,400,750,0.75,hot,SER,PFM,22500,789,1.115,37.2,33.8,97.51,90,105,PASS,,82,15.9,38
30kw,400,750,1,cold,SER,PFM,30000,789,1.113,47.8,45.1,97.35,32,48,PASS,,22,17.8,42.7
30kw,400,750,1,room,SER,PFM,30000,789,1.113,47.8,45.1,97.31,69,87,PASS,,57,17.8,42.7
30kw,400,750,1,hot,SER,PFM,30000,789,1.113,47.8,45.1,97.27,99,120,PASS,,86,17.8,42.7
30kw,400,1000,0,cold,SER,IDLE,0,830,,0,0,,,,PASS,standby
30kw,400,1000,0,room,SER,IDLE,0,830,,0,0,,,,PASS,standby
30kw,400,1000,0,hot,SER,IDLE,0,830,,0,0,,,,PASS,standby
30kw,400,1000,0.05,cold,SER,PFM,1500,830,0.609,37.1,2.3,87.49,11,33,PASS,,10,12.6,52.5
30kw,400,1000,0.05,room,SER,PFM,1500,830,0.609,37.1,2.3,87.49,46,71,PASS,,45,12.6,52.5
30kw,400,1000,0.05,hot,SER,PFM,1500,830,0.609,37.1,2.3,87.48,75,102,PASS,,74,12.6,52.5
30kw,400,1000,0.1,cold,SER,PFM,3000,830,0.608,37.2,4.5,92.96,11,33,PASS,,11,12.7,52.7
30kw,400,1000,0.1,room,SER,PFM,3000,830,0.608,37.2,4.5,92.95,46,71,PASS,,46,12.7,52.7
30kw,400,1000,0.1,hot,SER,PFM,3000,830,0.608,37.2,4.5,92.95,75,102,PASS,,75,12.7,52.7
30kw,400,1000,0.25,cold,SER,PFM,7500,830,0.607,38.1,11.3,96.44,14,34,PASS,,12,12.9,53.9
30kw,400,1000,0.25,room,SER,PFM,7500,830,0.607,38.1,11.3,96.42,49,72,PASS,,47,12.9,53.9
30kw,400,1000,0.25,hot,SER,PFM,7500,830,0.607,38.1,11.3,96.41,78,103,PASS,,76,12.9,53.9
30kw,400,1000,0.5,cold,SER,PFM,15000,830,0.602,41.1,22.5,97.43,19,38,PASS,,13,13.8,58.2
30kw,400,1000,0.5,room,SER,PFM,15000,830,0.602,41.1,22.5,97.4,54,76,PASS,,48,13.8,58.2
30kw,400,1000,0.5,hot,SER,PFM,15000,830,0.602,41.1,22.5,97.38,84,108,PASS,,77,13.8,58.2
30kw,400,1000,0.75,cold,SER,PFM,22500,830,0.593,45.8,33.8,97.58,25,43,PASS,,16,15.2,64.8
30kw,400,1000,0.75,room,SER,PFM,22500,830,0.593,45.8,33.8,97.54,61,82,PASS,,51,15.2,64.8
30kw,400,1000,0.75,hot,SER,PFM,22500,830,0.593,45.8,33.8,97.51,91,115,PASS,,80,15.2,64.8
30kw,400,1000,1,cold,SER,PFM,30000,830,0.579,51.7,45.1,97.55,34,50,PASS,,18,14.8,64.7
30kw,400,1000,1,room,SER,PFM,30000,830,0.579,51.7,45.1,97.49,71,90,PASS,,53,14.8,64.7
30kw,400,1000,1,hot,SER,PFM,30000,830,0.579,51.7,45.1,97.45,101,124,PASS,,82,14.8,64.7
30kw,450,150,0,cold,PAR,IDLE,0,687,,0,0,,,,PASS,standby
30kw,450,150,0,room,PAR,IDLE,0,687,,0,0,,,,PASS,standby
30kw,450,150,0,hot,PAR,IDLE,0,687,,0,0,,,,PASS,standby
30kw,450,150,0.05,cold,PAR,PSM,750,687,1.45,5.5,1,85.59,10,27,PASS,,10,4.1,8.7
30kw,450,150,0.05,room,PAR,PSM,750,687,1.45,5.5,1,85.59,45,62,PASS,,45,4.1,8.7
30kw,450,150,0.05,hot,PAR,PSM,750,687,1.45,5.5,1,85.59,74,91,PASS,,74,4.1,8.7
30kw,450,150,0.1,cold,PAR,PSM,1500,687,1.45,7.3,2,91.01,10,27,PASS,,11,5.6,11.7
30kw,450,150,0.1,room,PAR,PSM,1500,687,1.45,7.3,2,91.01,45,62,PASS,,46,5.6,11.7
30kw,450,150,0.1,hot,PAR,PSM,1500,687,1.45,7.3,2,91.01,74,91,PASS,,75,5.6,11.7
30kw,450,150,0.25,cold,PAR,PSM,3750,687,1.45,14.9,5,94.23,11,29,PASS,,13,11.3,23.9
30kw,450,150,0.25,room,PAR,PSM,3750,687,1.45,14.9,5,94.23,46,64,PASS,,48,11.3,23.9
30kw,450,150,0.25,hot,PAR,PSM,3750,687,1.45,14.9,5,94.23,75,93,PASS,,77,11.3,23.9
30kw,450,150,0.5,cold,PAR,PSM,7500,687,1.45,28.7,10,94.84,12,35,PASS,,16,21.8,46
30kw,450,150,0.5,room,PAR,PSM,7500,687,1.45,28.7,10,94.83,48,72,PASS,,51,21.8,46
30kw,450,150,0.5,hot,PAR,PSM,7500,687,1.45,28.7,10,94.83,77,102,PASS,,80,21.8,46
30kw,450,150,0.75,cold,PAR,PSM,11250,687,1.45,42.8,15,94.63,14,56,PASS,,21,32.4,68.4
30kw,450,150,0.75,room,PAR,PSM,11250,687,1.45,42.8,15,94.62,49,94,PASS,,56,32.4,68.4
30kw,450,150,0.75,hot,PAR,PSM,11250,687,1.45,42.8,15,94.62,78,126,PASS,,85,32.4,68.4
30kw,450,150,1,cold,PAR,PSM,15000,687,1.45,56.9,20,94.23,15,84,PASS,,26,43.2,91
30kw,450,150,1,room,PAR,PSM,15000,687,1.45,56.9,20,94.22,51,125,PASS,,61,43.2,91
30kw,450,150,1,hot,PAR,PSM,15000,687,1.45,52.9,18.6,94.34,79,149,PASS,thermal derate to 93% ,89,40.2,84.7
30kw,450,200,0,cold,PAR,IDLE,0,687,,0,0,,,,PASS,standby
30kw,450,200,0,room,PAR,IDLE,0,687,,0,0,,,,PASS,standby
30kw,450,200,0,hot,PAR,IDLE,0,687,,0,0,,,,PASS,standby
30kw,450,200,0.05,cold,PAR,PSM,1000,687,1.45,6.8,1.3,90.82,10,15,PASS,,10,5.2,10.9
30kw,450,200,0.05,room,PAR,PSM,1000,687,1.45,6.8,1.3,90.82,45,50,PASS,,45,5.2,10.9
30kw,450,200,0.05,hot,PAR,PSM,1000,687,1.45,6.8,1.3,90.82,74,79,PASS,,74,5.2,10.9
30kw,450,200,0.1,cold,PAR,PSM,2000,687,1.45,8.4,2.7,94.2,11,16,PASS,,11,6.4,13.5
30kw,450,200,0.1,room,PAR,PSM,2000,687,1.45,8.4,2.7,94.2,46,51,PASS,,46,6.4,13.5
30kw,450,200,0.1,hot,PAR,PSM,2000,687,1.45,8.4,2.7,94.2,75,80,PASS,,75,6.4,13.5
30kw,450,200,0.25,cold,PAR,PSM,5000,687,1.45,15.5,6.7,96.03,12,22,PASS,,13,11.7,24.8
30kw,450,200,0.25,room,PAR,PSM,5000,687,1.45,15.5,6.7,96.03,47,57,PASS,,48,11.7,24.8
30kw,450,200,0.25,hot,PAR,PSM,5000,687,1.45,15.5,6.7,96.03,76,86,PASS,,77,11.7,24.8
30kw,450,200,0.5,cold,PAR,PSM,10000,687,1.45,29,13.4,96.23,13,36,PASS,,16,22,46.4
30kw,450,200,0.5,room,PAR,PSM,10000,687,1.45,29,13.4,96.22,48,72,PASS,,51,22,46.4
30kw,450,200,0.5,hot,PAR,PSM,10000,687,1.45,29,13.4,96.22,78,103,PASS,,80,22,46.4
30kw,450,200,0.75,cold,PAR,PSM,15000,687,1.45,43,20,95.96,15,56,PASS,,21,32.6,68.8
30kw,450,200,0.75,room,PAR,PSM,15000,687,1.45,43,20,95.95,51,94,PASS,,56,32.6,68.8
30kw,450,200,0.75,hot,PAR,PSM,15000,687,1.45,43,20,95.94,80,126,PASS,,85,32.6,68.8
30kw,450,200,1,cold,PAR,PSM,20000,687,1.45,57,26.7,95.58,18,84,PASS,,26,43.3,91.2
30kw,450,200,1,room,PAR,PSM,20000,687,1.45,57,26.7,95.57,53,126,PASS,,61,43.3,91.2
30kw,450,200,1,hot,PAR,PSM,20000,687,1.45,53.1,24.9,95.67,82,150,PASS,thermal derate to 93% ,89,40.3,84.9
30kw,450,250,0,cold,PAR,IDLE,0,687,,0,0,,,,PASS,standby
30kw,450,250,0,room,PAR,IDLE,0,687,,0,0,,,,PASS,standby
30kw,450,250,0,hot,PAR,IDLE,0,687,,0,0,,,,PASS,standby
30kw,450,250,0.05,cold,PAR,PSM,1250,687,1.45,8.3,1.7,92.79,10,16,PASS,,10,6.3,13.2
30kw,450,250,0.05,room,PAR,PSM,1250,687,1.45,8.3,1.7,92.79,45,51,PASS,,45,6.3,13.2
30kw,450,250,0.05,hot,PAR,PSM,1250,687,1.45,8.3,1.7,92.79,74,80,PASS,,74,6.3,13.2
30kw,450,250,0.1,cold,PAR,PSM,2500,687,1.45,9.6,3.3,95.44,11,17,PASS,,11,7.3,15.4
30kw,450,250,0.1,room,PAR,PSM,2500,687,1.45,9.6,3.3,95.44,46,52,PASS,,46,7.3,15.4
30kw,450,250,0.1,hot,PAR,PSM,2500,687,1.45,9.6,3.3,95.43,75,81,PASS,,75,7.3,15.4
30kw,450,250,0.25,cold,PAR,PSM,6250,687,1.45,16.2,8.4,96.82,12,22,PASS,,13,12.3,25.9
30kw,450,250,0.25,room,PAR,PSM,6250,687,1.45,16.2,8.4,96.82,47,58,PASS,,48,12.3,25.9
30kw,450,250,0.25,hot,PAR,PSM,6250,687,1.45,16.2,8.4,96.81,76,87,PASS,,77,12.3,25.9
30kw,450,250,0.5,cold,PAR,PSM,12500,687,1.45,29.4,16.7,96.91,14,36,PASS,,16,22.3,47
30kw,450,250,0.5,room,PAR,PSM,12500,687,1.45,29.4,16.7,96.9,50,73,PASS,,51,22.3,47
30kw,450,250,0.5,hot,PAR,PSM,12500,687,1.45,29.4,16.7,96.9,79,103,PASS,,80,22.3,47
30kw,450,250,0.75,cold,PAR,PSM,18750,687,1.45,43.2,25.1,96.65,17,56,PASS,,21,32.8,69.2
30kw,450,250,0.75,room,PAR,PSM,18750,687,1.45,43.2,25.1,96.64,52,95,PASS,,56,32.8,69.2
30kw,450,250,0.75,hot,PAR,PSM,18750,687,1.45,43.2,25.1,96.63,82,127,PASS,,85,32.8,69.2
30kw,450,250,1,cold,PAR,PSM,25000,687,1.45,57.2,33.4,96.32,20,85,PASS,,26,43.4,91.6
30kw,450,250,1,room,PAR,PSM,25000,687,1.45,57.2,33.4,96.3,56,126,PASS,,61,43.4,91.6
30kw,450,250,1,hot,PAR,PSM,25000,687,1.45,49.6,28.9,96.48,83,141,PASS,thermal derate to 86% ,87,37.7,79.4
30kw,450,300,0,cold,PAR,IDLE,0,687,,0,0,,,,PASS,standby
30kw,450,300,0,room,PAR,IDLE,0,687,,0,0,,,,PASS,standby
30kw,450,300,0,hot,PAR,IDLE,0,687,,0,0,,,,PASS,standby
30kw,450,300,0.05,cold,PAR,PFM,1500,687,1.34,10.5,2,93.54,10,16,PASS,,10,6.5,14.8
30kw,450,300,0.05,room,PAR,PFM,1500,687,1.34,10.5,2,93.54,45,51,PASS,,45,6.5,14.8
30kw,450,300,0.05,hot,PAR,PFM,1500,687,1.34,10.5,2,93.53,74,81,PASS,,74,6.5,14.8
30kw,450,300,0.1,cold,PAR,PFM,3000,687,1.339,11.6,4,95.92,11,17,PASS,,11,7.2,16.4
30kw,450,300,0.1,room,PAR,PFM,3000,687,1.339,11.6,4,95.92,46,52,PASS,,46,7.2,16.4
30kw,450,300,0.1,hot,PAR,PFM,3000,687,1.339,11.6,4,95.92,75,81,PASS,,75,7.2,16.4
30kw,450,300,0.25,cold,PAR,PFM,7500,687,1.333,17.4,10,97.13,12,21,PASS,,13,10.7,24.7
30kw,450,300,0.25,room,PAR,PFM,7500,687,1.333,17.4,10,97.13,48,57,PASS,,48,10.7,24.7
30kw,450,300,0.25,hot,PAR,PFM,7500,687,1.333,17.4,10,97.13,77,86,PASS,,77,10.7,24.7
30kw,450,300,0.5,cold,PAR,PFM,15000,687,1.314,30.2,20,97.27,15,31,PASS,,16,15.2,35.4
30kw,450,300,0.5,room,PAR,PFM,15000,687,1.314,30.2,20,97.26,51,67,PASS,,51,15.2,35.4
30kw,450,300,0.5,hot,PAR,PFM,15000,687,1.314,30.2,20,97.25,80,98,PASS,,80,15.2,35.4
30kw,450,300,0.75,cold,PAR,PFM,22500,687,1.291,43.8,30.1,97.05,19,46,PASS,,21,20.1,47.7
30kw,450,300,0.75,room,PAR,PFM,22500,687,1.291,43.8,30.1,97.03,54,84,PASS,,56,20.1,47.7
30kw,450,300,0.75,hot,PAR,PFM,22500,687,1.291,43.8,30.1,97.02,84,116,PASS,,85,20.1,47.7
30kw,450,300,1,cold,PAR,PFM,30000,687,1.266,57.7,40.1,96.75,23,68,PASS,,26,25.2,60.9
30kw,450,300,1,room,PAR,PFM,30000,687,1.266,57.7,40.1,96.73,59,110,PASS,,61,25.2,60.9
30kw,450,300,1,hot,PAR,PFM,30000,687,1.266,57.7,40.1,96.72,88,145,PASS,,90,25.2,60.9
30kw,450,400,0,cold,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,450,400,0,room,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,450,400,0,hot,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,450,400,0.05,cold,PAR,PFM,1500,830,1.084,16.8,2,92.18,11,21,PASS,,10,10.2,23.7
30kw,450,400,0.05,room,PAR,PFM,1500,830,1.084,16.8,2,92.18,46,56,PASS,,45,10.2,23.7
30kw,450,400,0.05,hot,PAR,PFM,1500,830,1.084,16.8,2,92.17,75,86,PASS,,74,10.2,23.7
30kw,450,400,0.1,cold,PAR,PFM,3000,830,1.084,17.2,4,95.4,11,21,PASS,,11,10.4,24.3
30kw,450,400,0.1,room,PAR,PFM,3000,830,1.084,17.2,4,95.39,46,57,PASS,,46,10.4,24.3
30kw,450,400,0.1,hot,PAR,PFM,3000,830,1.084,17.2,4,95.39,75,86,PASS,,75,10.4,24.3
30kw,450,400,0.25,cold,PAR,PFM,7500,830,1.084,19.8,10,97.25,13,23,PASS,,12,12,27.9
30kw,450,400,0.25,room,PAR,PFM,7500,830,1.084,19.8,10,97.25,48,59,PASS,,47,12,27.9
30kw,450,400,0.25,hot,PAR,PFM,7500,830,1.084,19.8,10,97.24,77,88,PASS,,76,12,27.9
30kw,450,400,0.5,cold,PAR,PFM,15000,830,1.083,27,20,97.64,17,29,PASS,,15,15.4,36.1
30kw,450,400,0.5,room,PAR,PFM,15000,830,1.083,27,20,97.62,52,66,PASS,,50,15.4,36.1
30kw,450,400,0.5,hot,PAR,PFM,15000,830,1.083,27,20,97.61,82,96,PASS,,79,15.4,36.1
30kw,450,400,0.75,cold,PAR,PFM,22500,830,1.082,36,30.1,97.63,22,36,PASS,,17,16.4,38.4
30kw,450,400,0.75,room,PAR,PFM,22500,830,1.082,36,30.1,97.61,57,73,PASS,,52,16.4,38.4
30kw,450,400,0.75,hot,PAR,PFM,22500,830,1.082,36,30.1,97.59,87,104,PASS,,81,16.4,38.4
30kw,450,400,1,cold,PAR,PFM,30000,830,1.081,45.7,40.1,97.49,27,45,PASS,,21,17.7,41.4
30kw,450,400,1,room,PAR,PFM,30000,830,1.081,45.7,40.1,97.46,64,85,PASS,,56,17.7,41.4
30kw,450,400,1,hot,PAR,PFM,30000,830,1.081,45.7,40.1,97.43,94,117,PASS,,85,17.7,41.4
30kw,450,500,0,cold,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,450,500,0,room,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,450,500,0,hot,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,450,500,0.05,cold,PAR,PFM,1500,830,0.609,37.1,2,87.42,11,33,PASS,,10,12.6,52.5
30kw,450,500,0.05,room,PAR,PFM,1500,830,0.609,37.1,2,87.42,46,71,PASS,,45,12.6,52.5
30kw,450,500,0.05,hot,PAR,PFM,1500,830,0.609,37.1,2,87.42,75,102,PASS,,74,12.6,52.5
30kw,450,500,0.1,cold,PAR,PFM,3000,830,0.608,37.2,4,92.89,11,33,PASS,,11,12.7,52.7
30kw,450,500,0.1,room,PAR,PFM,3000,830,0.608,37.2,4,92.88,46,71,PASS,,46,12.7,52.7
30kw,450,500,0.1,hot,PAR,PFM,3000,830,0.608,37.2,4,92.88,75,102,PASS,,75,12.7,52.7
30kw,450,500,0.25,cold,PAR,PFM,7500,830,0.607,38.1,10,96.38,13,34,PASS,,12,12.9,53.9
30kw,450,500,0.25,room,PAR,PFM,7500,830,0.607,38.1,10,96.38,48,72,PASS,,47,12.9,53.9
30kw,450,500,0.25,hot,PAR,PFM,7500,830,0.607,38.1,10,96.37,77,103,PASS,,76,12.9,53.9
30kw,450,500,0.5,cold,PAR,PFM,15000,830,0.602,41.1,20,97.41,17,38,PASS,,13,13.8,58.2
30kw,450,500,0.5,room,PAR,PFM,15000,830,0.602,41.1,20,97.4,52,76,PASS,,48,13.8,58.2
30kw,450,500,0.5,hot,PAR,PFM,15000,830,0.602,41.1,20,97.39,82,108,PASS,,77,13.8,58.2
30kw,450,500,0.75,cold,PAR,PFM,22500,830,0.593,45.8,30.1,97.61,22,43,PASS,,16,15.2,64.8
30kw,450,500,0.75,room,PAR,PFM,22500,830,0.593,45.8,30.1,97.59,57,82,PASS,,51,15.2,64.8
30kw,450,500,0.75,hot,PAR,PFM,22500,830,0.593,45.8,30.1,97.57,87,115,PASS,,80,15.2,64.8
30kw,450,500,1,cold,PAR,PFM,30000,830,0.579,51.7,40.1,97.62,27,50,PASS,,18,14.8,64.7
30kw,450,500,1,room,PAR,PFM,30000,830,0.579,51.7,40.1,97.59,64,90,PASS,,53,14.8,64.7
30kw,450,500,1,hot,PAR,PFM,30000,830,0.579,51.7,40.1,97.56,94,124,PASS,,82,14.8,64.7
30kw,450,500,0,cold,SER,IDLE,0,687,,0,0,,,,PASS,standby
30kw,450,500,0,room,SER,IDLE,0,687,,0,0,,,,PASS,standby
30kw,450,500,0,hot,SER,IDLE,0,687,,0,0,,,,PASS,standby
30kw,450,500,0.05,cold,SER,PSM,1500,687,1.45,8.5,2,93.86,10,16,PASS,,11,6.4,13.6
30kw,450,500,0.05,room,SER,PSM,1500,687,1.45,8.5,2,93.86,45,51,PASS,,46,6.4,13.6
30kw,450,500,0.05,hot,SER,PSM,1500,687,1.45,8.5,2,93.86,74,80,PASS,,75,6.4,13.6
30kw,450,500,0.1,cold,SER,PSM,3000,687,1.45,10.3,4,96.06,11,17,PASS,,11,7.8,16.5
30kw,450,500,0.1,room,SER,PSM,3000,687,1.45,10.3,4,96.05,46,52,PASS,,46,7.8,16.5
30kw,450,500,0.1,hot,SER,PSM,3000,687,1.45,10.3,4,96.05,75,82,PASS,,75,7.8,16.5
30kw,450,500,0.25,cold,SER,PSM,7500,687,1.45,18.7,10,97.11,12,25,PASS,,13,14.2,29.9
30kw,450,500,0.25,room,SER,PSM,7500,687,1.45,18.7,10,97.1,48,60,PASS,,48,14.2,29.9
30kw,450,500,0.25,hot,SER,PSM,7500,687,1.45,18.7,10,97.1,77,90,PASS,,77,14.2,29.9
30kw,450,500,0.5,cold,SER,PSM,15000,687,1.45,34.9,20,97.02,15,43,PASS,,18,26.5,55.8
