mpn,lcsc,lcsc_status,manufacturer,description,second_source,boards,qty,unit_100,unit_1k,unit_5k,unit_10k,ext_1k_INR,ext_10k_INR,sample_refs
VY1472M63Y5UQ63V0,C499492,ORDERABLE,"Songtian/Faratronic","Y1 4.7 nF 440 VAC (E65 second CM stage on AC1M..3M, between the two CM chokes, where the trio works against 4 mH of CM inductance / output-PE / DGND-PE — MR-4; DC use verify O-7). Unchanged at E81 — only the converter-node trio CY1-3 steps up","TDK CD series",acdc+dcdc,6,21.6,16,14.1,12.8,96,77,CY4 CY5 CY6 CPET CYO1 CYO2
CT-LINE-2500-150A,,DIRECT,"Talema (Salem, India)","line CT 2500:1, 150 A class (Talema ACX-1150 catalog), 4 kV hipot, PCB pins — E60: F.01 155 A pk on 18 Ω plus the 50 A race needs linearity to ≥ 205 A","ZEMCT/HCT class eq",acdc,1,128.3,95,83.6,76,95,76,CTA0
CT-LINE-2500-150A,,DIRECT,"Talema (Salem, India)","line CT 2500:1, 150 A class (Talema ACX-1150 catalog), 4 kV hipot, PCB pins — E60: F.01 155 A pk on 18 Ω plus the 50 A race needs linearity to ≥ 205 A","ZEMCT/HCT class eq",acdc,1,128.3,95,83.6,76,95,76,CTB0
CT-LINE-2500-150A,,DIRECT,"Talema (Salem, India)","line CT 2500:1, 150 A class (Talema ACX-1150 catalog), 4 kV hipot, PCB pins — E60: F.01 155 A pk on 18 Ω plus the 50 A race needs linearity to ≥ 205 A","ZEMCT/HCT class eq",acdc,1,128.3,95,83.6,76,95,76,CTC0
PP-2u2-1100,,CLASS,"Faratronic","2.2 µF 1100 V PP film — the capacitor half of the E81 DC-link entry DAMPER (F-G-1 FIX-D), in series with RFDMP 0.33 Ω across DCP–DCN at the bridge. Film alone takes the can current to 0.80 A but leaves a 209 V bus ring at the 764 V SER corner; with this RC the ring is 37 V and the can 0.77 A","KEMET C4AQ / Songtian 2.2u 1100V",dcdc,1,124.2,92,81,73.6,92,74,CFDMP
CT-RES-1:100-150A,,DIRECT,"**CUSTOM (RFQ)** — NOT a Talema AS catalogue part","resonant CT 1:100, 150 A rms class, 20–250 kHz, pass-through — the tank conductor is the primary (E67: ONE CT on the full-bridge tank; 40 kW tank class 100 A rms = 67 %) — Talema AS-class RFQ","2nd HF-CT winder at RFQ (no catalogue drop-in exists at this class)",dcdc,1,121.5,90,79.2,72,90,72,CT1
Y2-10n-300,,CLASS,"Songtian/Faratronic","Y2 **10 nF** 300 VAC, L-PE on the CONVERTER node AC1..3 (E81 F-L-4: the pre-compliance CM ladder modelled only the Vienna switching node; adding the LLC bridge as a CM source — 830 V at 83–203 kHz, coupled through the DC-link studs — costs ≈3 dB of the +8 dB CM margin, and 10 nF here buys it back where the impedance matters). SAME 10 mm land if the part fits it, else the next pitch — layout re-check. ON THE RECORD: PE leakage scales with C, so one line open at 1.1 × 475 VAC with +20 % tolerance goes 1.07 → 1.67 mA per module and three modules on one PE conductor read 5.0 mA against the 3.5 mA line (verify-independent §G FAILS deliberately — the charger PE architecture is an open decision, not a number to widen)","TDK CD series Y2 10 nF",acdc,3,33.8,25,22,20,75,60,CY1 CY2 CY3
CONN-CARD-88-R,,CLASS,"any 2×44 0.1in","88-way 2×44 2.54 mm card interface, RECEPTACLE side (card), keyed, mates CONN-CARD-88-H","Samtec SSW-144-xx-x-D class",card,1,101.3,75,66,60,75,60,JCARD
VOM1271T,C146286,ORDERABLE,"Vishay/eq","photovoltaic MOSFET driver w/ integrated turn-off (bank bleeders — ECO-2a/E33 rev B: no floating supply needed, ms-class turn-on is the point)","TLP3906",dcdc,2,47.3,35,30.8,28,70,56,UPVA UPVB
NSI1200-DSWR,C3029747,ORDERABLE,"NOVOSENSE","iso shunt amplifier SOIC-8 (differential OUTP/OUTN both routed, MR-6)","AMC1200",dcdc,1,94.5,70,61.6,56,70,56,USHO
WW-470R-10W,,CLASS,"local/TE","470 Ω 10 W wirewound axial (Vienna clamp bleeder — HR-3/MR-19: 4.3 W worst-case at 43% of rating)","SQP10",acdc,3,29.7,22,19.4,17.6,66,53,RA0C RA0CM RB0C RB0CM RC0C RC0CM
NSI1042-DSWR,C3445856,ORDERABLE,"NOVOSENSE","iso CAN transceiver SO-16 (R5-H HOLD CLOSED at R7: datasheet Rev 1.3 package drawing + pin table AGREE for the -DSWR suffix — VDD1=1, GND1=2/8, RXD=3, TXD=6, GND2=9/10/15, CANL=12, CANH=13, pin 11 NC — exactly the map the sheets already carry; external reviewer independently verified)","NSI1050-DSWR",dcdc,1,81,60,52.8,48,60,48,UCAN
CER-25W-33R-AX,,CLASS,"TE/local","33 Ω 25 W ceramic pulse resistor, axial (AC precharge; R5-G: the ohms now live in the ORDER CODE — a class-only p/n let purchasing buy any value; HR-14: pulse energy scales ×3.6 with SKU C — 50 W variant per-SKU via skuOverride; T-05)","SQP25 33R",acdc,2,37.8,28,24.6,22.4,56,45,RPRE1 RPRE2
GDT-2k5-20kA,,CLASS,"Bourns/eq","gas discharge tube **2.5 kV** (L-PE surge path, HR-7). E81 (F-A-18): the MOV+GDT series path only conducts when BOTH devices do, and a 3.5 kV GDT sparks over at 4.5–5 kV at a 1 kV/µs rate of rise; with the S20K550 clamping at ≈1.45 kV the let-through was 5–6.5 kV — ABOVE the 4 kV OVC III impulse the insulation-coordination table assumes the L-PE barrier survives, i.e. at 4 kV the GDT never fires and the path is an open circuit. 2.5 kV class: impulse sparkover ≈3.2–3.7 kV, total let-through ≈4.6 kV, and the 550 VAC MOV in series still blocks mains follow current","Littelfuse CG3 2.5 kV",acdc,3,24.3,18,15.8,14.4,54,43,GDT1 GDT2 GDT3
FILM-100n-250,,CLASS,"Faratronic","100 nF 250 V film (Vienna RCD clamp; E81 — C{x}0CM is the mirrored clamp cap)","MLCC 250V",acdc,3,24.3,18,15.8,14.4,54,43,CA0C CA0CM CB0C CB0CM CC0C CC0CM
SQP-10R-25W,,CLASS,"local","10 Ω 25 W wirewound pulse, axial, series L ≤ 10 µH (E65 CX2-node series-RC damper RDMPx)","any",acdc,3,21.6,16,14.1,12.8,48,38,RDMP1 RDMP2 RDMP3
CONN-CARD-88-H,,CLASS,"any 2×44 0.1in","88-way 2×44 2.54 mm card interface, PIN HEADER side (power board), keyed","Samtec TSW-144-xx-x-D class",dcdc,1,60.8,45,39.6,36,45,36,JB
TLP152,C17255258,ORDERABLE,"Toshiba/eq","opto gate driver (isolated bus-discharge control, default-OFF — CB-11)","1ED31xx lite",acdc,1,56.7,42,37,33.6,42,34,UQD
TPS3430WDRCR,C2870545,ORDERABLE,"TI/eq","external windowed watchdog SOT-23-6: VDD/GND/WDI/WDO/SET straps (HR-13 — symbol now carries supply + window pins; strap values per datasheet at A6/§K)","MAX6753",card,1,47.3,35,30.8,28,35,28,USUPCARD
TPS54202DDCR,C191884,ORDERABLE,"TI/eq","15→3.3 V 2 A sync buck SOT-23-6 (CB-17/18 — replaces the thermally-impossible 15 V-fed LDO; on the card since the split, exporting V3P3 over the 88-way)","MP2451/SY8113",acdc+card,2,20.3,15,13.2,12,30,24,UBKA UBKCARD
CC0603KRX7R9BB104,C14663,ORDERABLE,"any","filter/decoupling MLCC 0402–0805 100nF","any",acdc+dcdc+card,58,0.7,0.5,0.4,0.4,29,23,CA0GBV CB0GBV CC0GBV CQD CV1VA CV1VB CV2VA CV2VB CV3VA CV3VB CBPVA CBPVB
C1812-330p-1k,,CLASS,"any MLCC","**330 pF** 1 kV C0G 1812 (Vienna snubber). E81 (F-C-3/F-C-13): the DPT that produced the audited 69.8 %-of-750 V overshoot ran a 470 pF snubber AND a two-sided clamp; as drawn (100 pF, one-sided RCD) the UNCLAMPED half-cycle reaches 78 % at 30 kW and 85–89 % at 50 kW, 95 % at a 20 nH loop. 330 pF costs +6 W of CV²f across the module and buys the margin back without a second clamp (the mirror RCD stays a bench option)","film 630V",acdc,3,12.2,9,7.9,7.2,27,22,CA0SN CB0SN CC0SN
R2512-22k-HV-AS,,CLASS,"KOA/UniOhm","**22 kOhm** 2512 3 W anti-surge HV, Umax >= 250 V, 2-series per half. E81 (F-A-7): at 47 k the balance current is 4.4 mA per half against a hot can-to-can leakage IMBALANCE up to ~17 mA, so a charged-but-gated-off link drifts 7.2 V/s and rails in ~14 s — precisely the F.21 'AC present, discharge impossible' state, where F.06 can only latch, not correct. 22 k: 9.4 mA, 1.96 W per element (65 % of 3 W, was 31 %), +4.1 W standing per module","any HV anti-surge",acdc,8,4.3,3.2,2.8,2.6,26,21,RBALT0A RBALT0B RBALB0A RBALB0B RBALT1A RBALT1B RBALB1A RBALB1B
NCP1252DDR2G,,ORDERABLE,"onsemi","current-mode flyback controller, RT-set 65 kHz (66.5 kΩ, datasheet Rev 9), SOIC-8. R6-G: D-suffix REPLACES the drawn A — the A version has a mandatory 120 ms pre-soft-start delay with only 1.0 V UVLO hysteresis, and the 940 k startup feed (0.59 mA) minus ICC (1.4–2.2 mA) crashes VCC in 28–60 ms → cold start would HICCUP FOREVER. D: no delay, VCC(on) 14 V / 5.0 V hysteresis, DCmax 45.6% vs the 22% worst duty this DCM flyback needs at the 321 V brown-in. Startup budget: ≈5.6 mA × 60 ms soft-start+takeover = 336 µC → CVCC ≥ 67 µF → 220 µF fitted (3× margin, cold-start ≈ 5–6 s at 565 V precharged bus — boot-time spec note, firmware-guide)","UCC28C43 + RT/CT & BO rework",acdc,1,32.4,24,21.1,19.2,24,19,UAUX
RC1206FR-7W4R7L,C859161,ORDERABLE,"any thick-film HP","gate resistor 1206, 0.5 W-rated (R_on 4.7 Ω per E5/E6 — MR-16: LLC R_on dissipates ~0.2 W at 140 kHz; standard 0.25 W part runs 80%). E81: the LLC **R_off is 0 Ω** (OUTL straight to the gate, driver R_OL 0.3 Ω) — alone that is NOT free (un-snubbed peak 71 → 77 %, gate undershoot to −5.6…−6.7 V against −8 V transient max), but with the per-die C_s fitted it is strictly better on every axis (69/76/77 %, undershoot −5.4 V). The 1206 LAND IS KEPT so a bench re-fit can put the resistor back. Vienna keeps 4.7/4.7 Ω 4.7","2× 0805 parallel",acdc+dcdc,10,2.7,2,1.8,1.6,20,16,RA0GON RA0GOFF RB0GON RB0GOFF RC0GON RC0GOFF R1HON R1LON R2HON R2LON
PS122WF4702T4E,C2793932,REVIEW,"KOA/UniOhm","47 kOhm 2512 2 W anti-surge HV, Umax >= 250 V, 2-series per position (artificial-star network; also the X-cap bleed path — unchanged at E81, the leakage argument is the electrolytics')","any HV anti-surge",acdc,6,4.3,3.2,2.8,2.6,19,16,RNS1A RNS1B RNS2A RNS2B RNS3A RNS3B
CRM2512-FX-10R0ELF,C840605,ORDERABLE,"any","10 Ω 2512 2 W (Vienna snubber — E28: 0.86 W actual)","any",acdc,3,8.1,6,5.3,4.8,18,14,RA0SN RB0SN RC0SN
ULN2803A,C2865085,ORDERABLE,"any","8-ch relay coil driver SOIC-18 (unused inputs grounded, MR-8)","TBD62083",acdc+dcdc,2,12.2,9,7.9,7.2,18,14,UPA ULB
B4B-PH-K-S,C131334,ORDERABLE,"JST","fan header 4-way (fan p/n must accept 3.3 V PWM — MR-9; 3/4 fitted at 120 kW, HR-17)","any",acdc,3,8.1,6,5.3,4.8,18,14,JFAN1 JFAN2 JFAN3
LED-2DIG-0.56CC,C9900021773,REVIEW,"any","2-digit 7-seg 0.56"" common-cathode (HMI)","any",dcdc,1,24.3,18,15.8,14.4,18,14,DISP1
US1M,C412437,ORDERABLE,"Yageo/MDD","1 kV 1 A fast diode SMA (DESAT chain)","M7/US1M any",acdc+dcdc,14,1.6,1.2,1.1,1,17,14,DA0GS1 DA0GS2 DB0GS1 DB0GS2 DC0GS1 DC0GS2 D1HS1 D1HS2 D1LS1 D1LS2 D2HS1 D2HS2
TLV3202-class,,CLASS,"TI/3PEAK","dual 40 ns push-pull comparator SOIC/VSSOP-8, 2.7–5.5 V (E65 F.11 window: trips above F11_VH and below F11_VL, diode-OR onto FLT = HRTIMER_FLT2)","TS3022 / LMV7239 ×2",dcdc,1,21.6,16,14.1,12.8,16,13,U1W
B2B-PH-K-S,C20504437,ORDERABLE,"JST","2-way header (NTC/term)","any",acdc+dcdc,5,4.1,3,2.6,2.4,15,12,JTPFC JTINL JTLLC JTXFR JTERM
CER-3W-R33-AX,,CLASS,"TE/local","0.33 Ω ≥3 W PULSE-rated axial (E81 DC-link entry damper, F-G-1 FIX-D — it takes the link ring energy, so a chip part is wrong; simulated 1.8 W at the PSM corner). Series L ≤ 100 nH: the damper is worthless on a long stub, it shares the bridge loop with the CF# bank","SQP5 0R33",dcdc,1,20.3,15,13.2,12,15,12,RFDMP
RC0603FR-0710KL,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 10k (0603 land)","any",acdc+dcdc+card,32,0.5,0.4,0.4,0.3,13,10,RA0GPD RB0GPD RC0GPD RTPFCP RTINLP RBEFB RBKF2A RM24B RM15B RFT1 RFT2 RFT3
ARG05BTC6801,C3033907,ORDERABLE,"UniOhm","divider bottom 0.1% (6.8 k unipolar / 11.5 k AC) 6.8k","any 0.1%",acdc+dcdc,5,3.4,2.5,2.2,2,13,10,RBPDL RBMDL ROADL ROBDL ROVDL
GR227M035F12RR0VL4FP0,C45078,ORDERABLE,"Aishi","220 µF 35 V","any",acdc,3,5.4,4,3.5,3.2,12,10,CAUX24 CAUX15 CVCC
R2512-11k-2W-AS,,CLASS,"KOA/UniOhm","11 kΩ 1 % 2512 2 W anti-surge, ≥200 V working (aux RCD clamp 3-series = 33 k — E65: ≤0.94 W/part at full load and 5 µH leakage, ≤158 V/part at the 860 V limit-current event) [est ₹4 @1k, same family as R2512-47k-HV-AS]","any 2 W anti-surge 2512",acdc,3,5.4,4,3.5,3.2,12,10,RCLA1 RCLA2 RCLA3
CYA0630-10UH,C5189958,ORDERABLE,"any shielded","10 µH 3 A shielded power inductor (3V3 buck)","any",acdc+card,2,8.1,6,5.3,4.8,12,10,LBKA LBKCARD
TLV9061IDBVR,C398358,ORDERABLE,"TI/3PEAK","rail-to-rail op-amp (AVMID buffer, E31)","LMV321",card,1,16.2,12,10.6,9.6,12,10,UAVB
CL05A105KO5NNNC,,CLASS,"any","1 µF 0805 (driver bias) 1uF (0402 land)","any",acdc+dcdc,14,1.1,0.8,0.7,0.6,11,8,CA0GB1 CA0GB2 CB0GB1 CB0GB2 CC0GB1 CC0GB2 C1HB1 C1HB2 C1LB1 C1LB2 C2HB1 C2HB2
R2512-HV,,CLASS,"UniOhm","2512 HV-rated 1 % (aux startup/brown-in — 2-series per 860 V)","any 500V-rated",acdc,4,3.4,2.5,2.2,2,10,8,RAUXST1 RAUXST2 RBR1A RBR1B
PP-10n-1200,,CLASS,"Faratronic","10 nF 1200 V film (aux RCD clamp)","MLCC 1kV ×2",acdc,1,12.2,9,7.9,7.2,9,7,CCLA
C1206-680p-1kV-C0G,,CLASS,"Murata/Samsung/Walsin C0G","680 pF 1 kV C0G 1206 LLC turn-off snubber (tanks.mjs cs @40 kW — the knee: k_off 5.20 nJ/(V·A), 83.8 % of 1200 V, 379 ns. 1 nF was run and REJECTED here, ringing the PAR500 corner to 91 %, and this SKU's 43.5 µH Lm gives the lowest magnetizing current of the three tanks, so its ZVS dead time binds first)","2× 1206 in parallel for the same C at half the ESL",dcdc,1,12.2,9,7.9,7.2,9,7,C1HOS2
C1206-680p-1kV-C0G,,CLASS,"Murata/Samsung/Walsin C0G","680 pF 1 kV C0G 1206 LLC turn-off snubber (tanks.mjs cs @40 kW — the knee: k_off 5.20 nJ/(V·A), 83.8 % of 1200 V, 379 ns. 1 nF was run and REJECTED here, ringing the PAR500 corner to 91 %, and this SKU's 43.5 µH Lm gives the lowest magnetizing current of the three tanks, so its ZVS dead time binds first)","2× 1206 in parallel for the same C at half the ESL",dcdc,1,12.2,9,7.9,7.2,9,7,C1LOS2
C1206-680p-1kV-C0G,,CLASS,"Murata/Samsung/Walsin C0G","470 pF 1 kV C0G 1206 LLC turn-off snubber (tanks.mjs cs @40 kW — 1 nF was run and REJECTED here: it rings the PAR500 corner to 91 % of 1200 V at the 5 nH loop, and this SKU’s 43.5 µH Lm also gives the lowest magnetizing current of the three tanks, so its ZVS dead time binds first)","2× 1206 in parallel for the same C at half the ESL",dcdc,1,12.2,9,7.9,7.2,9,7,C1HOS1
C1206-680p-1kV-C0G,,CLASS,"Murata/Samsung/Walsin C0G","470 pF 1 kV C0G 1206 LLC turn-off snubber (tanks.mjs cs @40 kW — 1 nF was run and REJECTED here: it rings the PAR500 corner to 91 % of 1200 V at the 5 nH loop, and this SKU’s 43.5 µH Lm also gives the lowest magnetizing current of the three tanks, so its ZVS dead time binds first)","2× 1206 in parallel for the same C at half the ESL",dcdc,1,12.2,9,7.9,7.2,9,7,C1LOS1
C1206-680p-1kV-C0G,,CLASS,"Murata/Samsung/Walsin C0G","680 pF 1 kV C0G 1206 LLC turn-off snubber (tanks.mjs cs @40 kW — the knee: k_off 5.20 nJ/(V·A), 83.8 % of 1200 V, 379 ns. 1 nF was run and REJECTED here, ringing the PAR500 corner to 91 %, and this SKU's 43.5 µH Lm gives the lowest magnetizing current of the three tanks, so its ZVS dead time binds first)","2× 1206 in parallel for the same C at half the ESL",dcdc,1,12.2,9,7.9,7.2,9,7,C2HOS2
C1206-680p-1kV-C0G,,CLASS,"Murata/Samsung/Walsin C0G","680 pF 1 kV C0G 1206 LLC turn-off snubber (tanks.mjs cs @40 kW — the knee: k_off 5.20 nJ/(V·A), 83.8 % of 1200 V, 379 ns. 1 nF was run and REJECTED here, ringing the PAR500 corner to 91 %, and this SKU's 43.5 µH Lm gives the lowest magnetizing current of the three tanks, so its ZVS dead time binds first)","2× 1206 in parallel for the same C at half the ESL",dcdc,1,12.2,9,7.9,7.2,9,7,C2LOS2
C1206-680p-1kV-C0G,,CLASS,"Murata/Samsung/Walsin C0G","470 pF 1 kV C0G 1206 LLC turn-off snubber (tanks.mjs cs @40 kW — 1 nF was run and REJECTED here: it rings the PAR500 corner to 91 % of 1200 V at the 5 nH loop, and this SKU’s 43.5 µH Lm also gives the lowest magnetizing current of the three tanks, so its ZVS dead time binds first)","2× 1206 in parallel for the same C at half the ESL",dcdc,1,12.2,9,7.9,7.2,9,7,C2HOS1
C1206-680p-1kV-C0G,,CLASS,"Murata/Samsung/Walsin C0G","470 pF 1 kV C0G 1206 LLC turn-off snubber (tanks.mjs cs @40 kW — 1 nF was run and REJECTED here: it rings the PAR500 corner to 91 % of 1200 V at the 5 nH loop, and this SKU’s 43.5 µH Lm also gives the lowest magnetizing current of the three tanks, so its ZVS dead time binds first)","2× 1206 in parallel for the same C at half the ESL",dcdc,1,12.2,9,7.9,7.2,9,7,C2LOS1
XTAL-8M-30PPM-3225,,CLASS,"any","8 MHz ±30 ppm SMD crystal, 3.2 × 2.5 mm, CL 12 pF (E81 F-A-30/F-F-1): the module's ONLY external interface is isolated CAN, and classic CAN needs the SUM of both nodes' clock errors inside the resynchronisation jump width (≤0.5 %/node in practice, ±1.58 % absolute worst case). The GD32 IRC8M is ±2–3 % over −40…+105 °C — 5× the ISO 11898-1 budget at 16 tq / SJW 2. Pins 12/13 were free. Ground guard under the can; firmware sets PORT_HXTAL_HZ = 8 MHz","HC-49SMD 8 MHz ±30 ppm",card,1,12.2,9,7.9,7.2,9,7,XCARD
R1206-RG-0.5W,,CLASS,"any thick-film HP","gate resistor 1206, 0.5 W-rated (R_on 4.7 Ω per E5/E6 — MR-16: LLC R_on dissipates ~0.2 W at 140 kHz; standard 0.25 W part runs 80%). E81: the LLC **R_off is 0 Ω** (OUTL straight to the gate, driver R_OL 0.3 Ω) — alone that is NOT free (un-snubbed peak 71 → 77 %, gate undershoot to −5.6…−6.7 V against −8 V transient max), but with the per-die C_s fitted it is strictly better on every axis (69/76/77 %, undershoot −5.4 V). The 1206 LAND IS KEPT so a bench re-fit can put the resistor back. Vienna keeps 4.7/4.7 Ω","2× 0805 parallel",dcdc,4,2.7,2,1.8,1.6,8,6,R1HOFF R1LOFF R2HOFF R2LOFF
ACT45B-510-2P-TL003,C55213551,ORDERABLE,"any","CAN common-mode choke","any",dcdc,1,10.8,8,7,6.4,8,6,LCAN
B4B-PH-K-S,C131334,ORDERABLE,"JST","CAN connector 4-way","any",dcdc,1,10.8,8,7,6.4,8,6,JCAN
PZ254V-11-05P,C492404,ORDERABLE,"any","SWD/boot header (EOL programming — CB-13; LV-only test state §45)","TC2030 pads",card,1,10.8,8,7,6.4,8,6,JSWDCARD
74HC11,C5524384,ORDERABLE,"any","triple 3-input AND (gate-enable wired-AND, E27)","74LVC1G11 ×1",card,1,10.8,8,7,6.4,8,6,UANDCARD
RT0805BRD0711K5L,C865153,ORDERABLE,"UniOhm","divider bottom 0.1% (6.8 k unipolar / 11.5 k AC) 11.5k","any 0.1%",acdc,3,3.4,2.5,2.2,2,8,6,RV1DL RV2DL RV3DL
R0805-2R2,,CLASS,"any thick-film","per-device series gate R — BOTH branches incl. the original device (R5-E symmetry). LLC paralleled positions 2.2 Ω (E41/E44). E81 (F-C-19): the Vienna COMMON-SOURCE PAIR gains the same treatment at **1 Ω per die** — both dies rode net.G_{id} directly, and two 5–6 nF C_iss gates tied together through package lead inductance are an undamped 50–200 MHz loop that no simulation covers (the DPT has one device). +₹1.2/module","any",acdc+dcdc,14,0.7,0.5,0.4,0.4,7,6,RGA0A1 RGA0B1 RGB0A1 RGB0B1 RGC0A1 RGC0B1 RG1H2 RG1L2 RG1H1 RG1L1 RG2H2 RG2L2
TAB-M4,,CLASS,"local","discharge FET heatsink tab stud","—",acdc,1,8.1,6,5.3,4.8,6,5,QDIS
US2G,C49263,ORDERABLE,"MDD/Yageo","400 V 2 A ultrafast SMB (aux 15 V / self-supply rectifiers — CB-19: PIV ≈ 157 V + ring)","MURS240",acdc,2,4.1,3,2.6,2.4,6,5,DAUX15 DAUXVC
TACT-6x6,C318884,REVIEW,"any","tactile switch 6×6 (HMI; pinout pairing VERIFY at BOM freeze, MR-10)","any",dcdc,2,4.1,3,2.6,2.4,6,5,SW1 SW2
R-small,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback)","any",acdc+dcdc+card,13,0.5,0.4,0.4,0.3,5,4,RA0F RB0F RC0F RQDL RAUXRT REN2A RM24A RPVBA RPVBB RF11H RF11M RF11L
US3M,C3039981,ORDERABLE,"onsemi/MDD (MURS340 class)","400 V 3 A ultrafast, SMC pad (aux 24 V rectifier — CB-19: PIV ≈ 176 V + leakage ring; 100 V Schottky avalanched)","ES3 series 400 V",acdc,1,6.8,5,4.4,4,5,4,DAUX24
74HC02D,,ORDERABLE,"any","quad NOR SOIC-14 (R4-8 hardware S/P exclusion — KSER coil = KSER ∧ ¬(KPARA∨KPARB); every destructive matrix state involves KSER; E67 retired the pre-insertion second stage with the pre-insertion pair)","any",dcdc,1,6.8,5,4.4,4,5,4,UEXCL
CL21B105KBFNNNE,C28323,ORDERABLE,"any","1 µF 0805 bulk on module-fed floating rails (R5-C: Bias5/shunt-amp/CAN 5 V) 1uF","any",acdc+dcdc,6,1.1,0.8,0.7,0.6,5,4,C5BAC C5BBUS CSHB C5BBKA C5BBKB CCB5
R2512-0R36-1W-1%,,CLASS,"any","0.47 Ω 1% 1 W 2512 resonant-CT burden (E67 full bridge: F.11 140 A pk = 0.66 V above AVMID; observable to 345 A, past the 328 A monitor peak 3 µs after an internal short; 78 A rms class → 0.29 W) [E67: F.11 180 A pk = 0.65 V above AVMID; observable to 450 A vs the 417 A +3 µs monitor peak; 1.0 A rms → 0.36 W]","2× 1206 0R91 parallel",dcdc,1,5.5,4.1,3.6,3.3,4,3,R1CT
PESD1CAN,C143073,ORDERABLE,"Nexperia/eq","CAN TVS","any",dcdc,1,5.4,4,3.5,3.2,4,3,TVSCAN
74HC595,C19192516,ORDERABLE,"any","shift register SOIC-16 (HMI segments)","TPIC6C595",dcdc,1,5.4,4,3.5,3.2,4,3,USR1
R0603-10k,,CLASS,"any","10 kΩ 0603 card-interface pull-down (board-side default-OFF on GATE_EN/EN/DO ways — CARD_RULES/E27)","any",acdc+dcdc,13,0.4,0.3,0.3,0.2,4,3,RPD0 RPD1 RPD2 RPD3 RPD4 RPD5 RPD6 RPDB0 RPDB1 RPDB2 RPDB3 RPDB4
RC0805FR-0710KL,C84376,ORDERABLE,"any","10 kΩ gate-source 10k","any",acdc+dcdc,7,0.7,0.5,0.4,0.4,4,3,RA0GGS RB0GGS RC0GGS R1HGS R1LGS R2HGS R2LGS
1N4148WS,C2128,ORDERABLE,"any","clamp diode SOD-323 (to 3V3)","BAS316",acdc+dcdc,8,0.5,0.4,0.4,0.3,3,2,DA0P DA0N DB0P DB0N DC0P DC0N D1CP D1CN
CC0603KRX7R9BB102,C100040,ORDERABLE,"any","filter/decoupling MLCC 0402–0805 1nF","any",acdc+card,6,0.7,0.5,0.4,0.4,3,2,CA0F CB0F CC0F CFBF CRSTCARD CFLTC
SMBJ28A,,ORDERABLE,"any","TVS **28 V** uni SMB (V24 rail clamp — MR-17 FB-open fault). E81 (F-A-10): SMBJ26A's 26.0 V standoff sat AT the light-load V24 corner (25–26.5 V with no preload), i.e. the TVS leaked in normal operation — a standoff below the rail's normal maximum is a heater, not a clamp. Paired with the new 4.7 k V24 preload (RPL24). This is a gross-FB-failure clamp, not rail regulation","any",acdc,1,4.1,3,2.6,2.4,3,2,DTVS24
SMBJ18A,,ORDERABLE,"any","TVS **18 V** uni SMB (V15 rail clamp — MR-17). E81 (F-A-10): SMBJ16A's 16.0 V standoff sat BELOW the V15 upper corner of 15.4 V + margin, so it leaked continuously; 18 V clears the tightened ±2 % reference band with room and stays under the bias modules' 16.5 V input ceiling as a fault clamp only","any",acdc,1,4.1,3,2.6,2.4,3,2,DTVS15
R2512-R05-1W-1%,,CLASS,"any current-sense","50 mΩ 1 % 1 W 2512 in the V24 distribution after CAUX24 (E65: holds a V24 hard-short loop ≥100 mΩ so the NCP1252D min-on-time ratchet stays ≤80 % of Bsat(130 °C) for the 10–20 ms before the fault latch; 0.29 W at 2.4 A) [est ₹3 @1k]","any 2512 CS 1 W",acdc,1,4.1,3,2.6,2.4,3,2,RAUX24
RC0603FR-07100RL,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 100 (0603 land)","any",acdc+dcdc,7,0.5,0.4,0.4,0.3,3,2,RA0GDS RB0GDS RC0GDS R1HDS R1LDS R2HDS R2LDS
CC0805KRX7R9BB102,,CLASS,"any","filter/decoupling MLCC 0402–0805 1nF (0805 land)","any",acdc+dcdc,5,0.7,0.5,0.4,0.4,3,2,CBPDF CBMDF COADF COBDF COVDF
R1206-R28-1%-0.5W,,CLASS,"any current-sense","0.28 Ω 1% 0.5 W 1206 current-sense (aux cycle-by-cycle limit — E65: with CCSF 100 pF the worst FCS margin at full load is 8 % and the limit flux 71 % of Bsat 130 °C; 0.19 W worst)","any CS 1206",acdc,1,3.4,2.5,2.2,2,3,2,RAUXCS
R2010-1k-0.75W-1%,,CLASS,"any thick-film","1 kΩ 0.75 W 2010, PV-driver LED feed (R8: ≥10 mA guaranteed-point drive held to the 13.5 V rail floor; 0.24 W worst = 31%)","2× 510R 1206 series",dcdc,2,1.6,1.2,1.1,1,2,2,RPVLA RPVLB
RC0603FR-07220RL,C107696,ORDERABLE,"any","220 Ω segment 220","any",dcdc,8,0.4,0.3,0.3,0.2,2,2,RSEG0 RSEG1 RSEG2 RSEG3 RSEG4 RSEG5 RSEG6 RSEG7
RC0603FR-07100KL,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 100k (0603 land)","any",acdc+card,5,0.5,0.4,0.4,0.3,2,2,RAUXG REN1A RENRCARD RENLCARD REN1CARD
