mpn,lcsc,lcsc_status,manufacturer,description,second_source,boards,qty,unit_100,unit_1k,unit_5k,unit_10k,ext_1k_INR,ext_10k_INR,sample_refs
CT-LINE-2500-150A,,DIRECT,"Talema (Salem, India)","line CT 2500:1, 150 A class (Talema ACX-1150 catalog, linear to 200 A at 33 Ω), 4 kV hipot, PCB pins — the 50 kHz amplitude/phase, ≤ 1 µs step and ≥ 5 A DC acceptance rows apply to this class too; F.01 195 A pk on 13 Ω = 2.66 V, observable to 311 A through the D1 soft-saturation race","ZEMCT/HCT class eq",acdc,1,128.3,95,83.6,76,95,76,CTA0
CT-LINE-2500-150A,,DIRECT,"Talema (Salem, India)","line CT 2500:1, 150 A class (Talema ACX-1150 catalog, linear to 200 A at 33 Ω), 4 kV hipot, PCB pins — the 50 kHz amplitude/phase, ≤ 1 µs step and ≥ 5 A DC acceptance rows apply to this class too; F.01 195 A pk on 13 Ω = 2.66 V, observable to 311 A through the D1 soft-saturation race","ZEMCT/HCT class eq",acdc,1,128.3,95,83.6,76,95,76,CTB0
CT-LINE-2500-150A,,DIRECT,"Talema (Salem, India)","line CT 2500:1, 150 A class (Talema ACX-1150 catalog, linear to 200 A at 33 Ω), 4 kV hipot, PCB pins — the 50 kHz amplitude/phase, ≤ 1 µs step and ≥ 5 A DC acceptance rows apply to this class too; F.01 195 A pk on 13 Ω = 2.66 V, observable to 311 A through the D1 soft-saturation race","ZEMCT/HCT class eq",acdc,1,128.3,95,83.6,76,95,76,CTC0
RTF-50W-R33-TO247,,CLASS,"Riedon/Vishay LTO/local RTP class","0.33 Ω ≥ 50 W THICK-FILM NON-INDUCTIVE power resistor, TO-247 two-lead, clipped to the DC-DC heatsink with the dies — the resistor half of the DC-link entry damper. DUTY: 7 / 16 / 36 W worst per SKU (30 / 40 / 50 kW) whenever the bridge runs at f_max, because every f_max point puts 2·f_sw = 406 kHz on the entry-film / stud resonance the damper exists to absorb; the link deck reads 10.4 A rms = 35.6 W at the 50 kW SER250 / 764 V corner. The power is the source's, not the resistor's — 0.68 / 1.0 / 2.2 Ω dissipate the same ≈ 40 W and let the bus ring 185–206 V instead of 127 V, so 0.33 Ω is the value. Series L ≤ 100 nH including its leads: the damper is worthless on a long stub","Bourns PWR247T-100-R330J · Vishay LTO100 0R33 · RTP50/RTP100 0R33",dcdc,1,128.3,95,83.6,76,95,76,RFDMP
HV732BTTD4753F,C4121673,ORDERABLE,"KOA/UniOhm","475 kΩ 1206 1% anti-surge (HV divider)","any anti-surge 1%",acdc+dcdc,66,1.9,1.4,1.2,1.1,92,73,RV1D0 RV1D1 RV1D2 RV1D3 RV1D4 RV1D5 RV1D6 RV1D7 RV2D0 RV2D1 RV2D2 RV2D3
X1-4u7-530,,CLASS,"Faratronic/Songtian","X1 4.7 µF 530 VAC (50 kW input-filter damper cap, delta across the 475 VAC line-line)","Vishay 3386 X1",acdc,1,124.2,92,81,73.6,92,74,CDMP1
X1-4u7-530,,CLASS,"Faratronic/Songtian","X1 4.7 µF 530 VAC (50 kW input-filter damper cap, delta across the 475 VAC line-line)","Vishay 3386 X1",acdc,1,124.2,92,81,73.6,92,74,CDMP2
X1-4u7-530,,CLASS,"Faratronic/Songtian","X1 4.7 µF 530 VAC (50 kW input-filter damper cap, delta across the 475 VAC line-line)","Vishay 3386 X1",acdc,1,124.2,92,81,73.6,92,74,CDMP3
PP-2u2-1100,,CLASS,"Faratronic","2.2 µF 1100 V PP film — the capacitor half of the DC-link entry DAMPER, in series with RFDMP 0.33 Ω across DCP–DCN at the bridge. The series resistor is not optional: film alone takes the can current to 0.80 A but leaves a 209 V bus ring at the 764 V SER corner, where the RC gives a 37 V ring and 0.77 A. RFQ ROW: **I_rms ≥ 12 A at 400 kHz / 85 °C** — the damper branch carries 6–10 A rms whenever the bridge runs at f_max","KEMET C4AQ / Songtian 2.2u 1100V",dcdc,1,124.2,92,81,73.6,92,74,CFDMP
Y2-10n-300,,CLASS,"Songtian/Faratronic","Y2 **10 nF** 300 VAC, L-PE on the CONVERTER node AC1..3. 10 nF is sized for the LLC bridge as a CM source (830 V at 83–203 kHz, coupled through the DC-link studs), which costs ≈3 dB of the CM margin where the impedance matters. SAME 10 mm land if the part fits it, else the next pitch — layout re-check. ON THE RECORD: PE leakage scales with C, so one line open at 1.1 × 475 VAC with +20 % tolerance gives 1.67 mA per module and three modules on one PE conductor read 5.0 mA against the 3.5 mA line (verify-independent §G FAILS deliberately — the charger PE architecture is an open decision, not a number to widen)","TDK CD series Y2 10 nF",acdc,3,33.8,25,22,20,75,60,CY1 CY2 CY3
CONN-CARD-88-R,,CLASS,"any 2×44 0.1in","88-way 2×44 2.54 mm card interface, RECEPTACLE side (card), keyed, mates CONN-CARD-88-H","Samtec SSW-144-xx-x-D class",card,1,101.3,75,66,60,75,60,JCARD
VOM1271T,C146286,ORDERABLE,"Vishay/eq","photovoltaic MOSFET driver with integrated turn-off (bank bleeders — no floating supply needed; the ms-class turn-on is the point)","TLP3906",dcdc,2,47.3,35,30.8,28,70,56,UPVA UPVB
NSI1200-DSWR,C3029747,ORDERABLE,"NOVOSENSE","iso shunt amplifier SOIC-8 (differential OUTP/OUTN both routed)","AMC1200",dcdc,1,94.5,70,61.6,56,70,56,USHO
NSI1042-DSWR,C3445856,ORDERABLE,"NOVOSENSE","iso CAN transceiver SO-16, -DSWR order suffix. Pin map (datasheet Rev 1.3 drawing and pin table agree, and the sheets carry it): VDD1=1, GND1=2/8, RXD=3, TXD=6, GND2=9/10/15, CANL=12, CANH=13, pin 11 NC","NSI1050-DSWR",dcdc,1,81,60,52.8,48,60,48,UCAN
GDT-2k5-20kA,,CLASS,"Bourns/eq","gas discharge tube **2.5 kV** (L-PE surge path). The 2.5 kV class is the requirement: the MOV+GDT series path only conducts when BOTH devices do, and a 3.5 kV GDT sparks over at 4.5–5 kV at a 1 kV/µs rate of rise — with the S20K550 clamping at ≈1.45 kV that is 5–6.5 kV of let-through, above the 4 kV OVC III impulse the insulation-coordination table assumes the L-PE barrier survives, so at 4 kV the path is simply open. At 2.5 kV: impulse sparkover ≈3.2–3.7 kV, total let-through ≈4.6 kV, and the 550 VAC MOV in series still blocks mains follow current","Littelfuse CG3 2.5 kV",acdc,3,24.3,18,15.8,14.4,54,43,GDT1 GDT2 GDT3
CER-50W-33R-AX,,CLASS,"TE/local","33 Ω 50 W ceramic pulse resistor, axial (AC precharge at the 1.88 mF link, ~211 J per event). RFQ ROW: flameproof and FAIL-OPEN under sustained overload (UL 1412 / IEC 60115 flammability) — a shorted link or a failed-short Vienna pair at switch-on puts kilowatts on each resistor and nothing in the module can disconnect it, so the part fusing open without flame IS the protection; the vendor single-pulse energy curve at 0.4 s must cover 235 J × 3 starts [33 Ω on the 50 W pulse class (~211 J/event at the 1.88 mF link); flameproof, FAIL-OPEN under sustained overload]","SQP25 33R",acdc,1,60.8,45,39.6,36,45,36,RPRE1
CER-50W-33R-AX,,CLASS,"TE/local","33 Ω 50 W ceramic pulse resistor, axial (AC precharge at the 1.88 mF link, ~211 J per event). RFQ ROW: flameproof and FAIL-OPEN under sustained overload (UL 1412 / IEC 60115 flammability) — a shorted link or a failed-short Vienna pair at switch-on puts kilowatts on each resistor and nothing in the module can disconnect it, so the part fusing open without flame IS the protection; the vendor single-pulse energy curve at 0.4 s must cover 235 J × 3 starts","SQP25 33R",acdc,1,60.8,45,39.6,36,45,36,RPRE2
CER-50W-160R-AX,,CLASS,"TE/local","160 Ω 50 W ceramic pulse resistor, axial (bus discharge string, 4× in series; 162 J each at the 1.88 mF link) [160 Ω on the 50 W pulse class (162 J each at the 1.88 mF link)]","SQP25 160R",acdc,1,60.8,45,39.6,36,45,36,RDIS0
CER-50W-160R-AX,,CLASS,"TE/local","160 Ω 50 W ceramic pulse resistor, axial (bus discharge string, 4× in series; 162 J each at the 1.88 mF link)","SQP25 160R",acdc,1,60.8,45,39.6,36,45,36,RDIS1
CER-50W-160R-AX,,CLASS,"TE/local","160 Ω 50 W ceramic pulse resistor, axial (bus discharge string, 4× in series; 162 J each at the 1.88 mF link)","SQP25 160R",acdc,1,60.8,45,39.6,36,45,36,RDIS2
CER-50W-160R-AX,,CLASS,"TE/local","160 Ω 50 W ceramic pulse resistor, axial (bus discharge string, 4× in series; 162 J each at the 1.88 mF link)","SQP25 160R",acdc,1,60.8,45,39.6,36,45,36,RDIS3
CONN-CARD-88-H,,CLASS,"any 2×44 0.1in","88-way 2×44 2.54 mm card interface, PIN HEADER side (power board), keyed","Samtec TSW-144-xx-x-D class",dcdc,1,60.8,45,39.6,36,45,36,JB
TLP152,C17255258,ORDERABLE,"Toshiba/eq","opto gate driver (isolated bus-discharge control, default-OFF)","1ED31xx lite",acdc,1,56.7,42,37,33.6,42,34,UQD
TPS3430WDRCR,C2870545,ORDERABLE,"TI/eq","external windowed watchdog SOT-23-6: VDD/GND/WDI/WDO/SET straps (strap values per datasheet, §K)","MAX6753",card,1,47.3,35,30.8,28,35,28,USUPCARD
TPS54202DDCR,C191884,ORDERABLE,"TI/eq","15→3.3 V 2 A sync buck SOT-23-6, on the control card and exporting V3P3 over the 88-way. An LDO is thermally impossible in this position: the 11.7 V drop at the rail current has nowhere to go in a chip package","MP2451/SY8113",acdc+card,2,20.3,15,13.2,12,30,24,UBKA UBKCARD
CC0603KRX7R9BB104,C14663,ORDERABLE,"any","filter/decoupling MLCC 0402–0805 100nF","any",acdc+dcdc+card,58,0.7,0.5,0.4,0.4,29,23,CA0GBV CB0GBV CC0GBV CQD CV1VA CV1VB CV2VA CV2VB CV3VA CV3VB CBPVA CBPVB
C1812-330p-1k,,CLASS,"any MLCC","**330 pF** 1 kV C0G 1812 (Vienna RC snubber). 330 pF is the value the single-polarity clamp needs: at 100 pF the unclamped half-cycle reaches 78 % of 750 V at 30 kW, 85–89 % at 50 kW and 95 % on a 20 nH loop. It costs +6 W of CV²f across the module and buys that margin back without a second clamp stage","film 630V",acdc,3,12.2,9,7.9,7.2,27,22,CA0SN CB0SN CC0SN
R2512-10R-3W-PULSE,,CLASS,"any","10 Ω 2512 **3 W pulse-proof** (Vienna RC snubber). The 3 W class is the requirement: with C_SN 330 pF the snubber dissipates C·V²·f = 2.84 W per phase at the 750 V-class swing and 50 kHz, which is 142 % of a 2 W chip","2× R2512-20R-2W in parallel on the same land",acdc,3,10.8,8,7,6.4,24,19,RA0SN RB0SN RC0SN
NCP1252DDR2G,,ORDERABLE,"onsemi","current-mode flyback controller, RT-set 65 kHz (66.5 kΩ, datasheet Rev 9), SOIC-8. The **D suffix is mandatory** — no pre-soft-start delay, VCC(on) 14 V with 5.0 V hysteresis and DCmax 45.6 % against the 22 % worst duty this DCM flyback needs at the 321 V brown-in. The A version carries a 120 ms pre-soft-start delay with only 1.0 V of UVLO hysteresis, and the 940 k startup feed (0.59 mA) minus ICC (1.4–2.2 mA) collapses VCC in 28–60 ms, so it hiccups forever instead of starting. Startup budget: ≈5.6 mA × 60 ms of soft-start + takeover = 336 µC → CVCC ≥ 67 µF, 220 µF fitted (3× margin; cold start ≈ 5–6 s at a 565 V precharged bus)","UCC28C43 + RT/CT & BO rework",acdc,1,32.4,24,21.1,19.2,24,19,UAUX
RC1206FR-7W4R7L,C859161,ORDERABLE,"any thick-film HP","gate resistor 1206, 0.5 W-rated (LLC R_on 4.7 Ω dissipates ~0.2 W at 140 kHz, so a standard 0.25 W part runs 80 %). The LLC **R_off is 0 Ω** — OUTL straight to the gate, driver R_OL 0.3 Ω — which is only correct WITH the per-die C_s fitted: together they give 69/76/77 % peak V_ds and −5.4 V of gate undershoot, where 0 Ω alone gives 77 % and −5.6…−6.7 V against a −8 V transient maximum. The 1206 land is kept so a bench re-fit can put the resistor back. Vienna keeps 4.7/4.7 Ω 4.7","2× 0805 parallel",acdc+dcdc,10,2.7,2,1.8,1.6,20,16,RA0GON RA0GOFF RB0GON RB0GOFF RC0GON RC0GOFF R1HON R1LON R2HON R2LON
R2512-33k-HV-AS,,CLASS,"KOA/UniOhm","33 kOhm 2512 2 W anti-surge HV, Umax >= 250 V, 2-series per position (artificial-star network; it is also THE X-cap bleed path, which is what sets the value: across three X stages 33 k brings the terminals below 60 V in ≈ 3.7 s (30/40 kW) / 4.5 s (50 kW), inside the 5 s line for permanently connected equipment). 0.57 W per element at 475 VAC (29 % of the 2 W part), +0.7 W per module standing at 400 VAC","any HV anti-surge",acdc,6,4.3,3.2,2.8,2.6,19,16,RNS1A RNS1B RNS2A RNS2B RNS3A RNS3B
ULN2803A,C2865085,ORDERABLE,"any","8-ch relay coil driver SOIC-18 (unused inputs grounded)","TBD62083",acdc+dcdc,2,12.2,9,7.9,7.2,18,14,UPA ULB
LED-2DIG-0.56CC,C9900021773,REVIEW,"any","2-digit 7-seg 0.56"" common-cathode (HMI)","any",dcdc,1,24.3,18,15.8,14.4,18,14,DISP1
US1M,C412437,ORDERABLE,"Yageo/MDD","1 kV 1 A fast diode SMA (DESAT chain)","M7/US1M any",acdc+dcdc,14,1.6,1.2,1.1,1,17,14,DA0GS1 DA0GS2 DB0GS1 DB0GS2 DC0GS1 DC0GS2 D1HS1 D1HS2 D1LS1 D1LS2 D2HS1 D2HS2
SQP-4R7-25W,,CLASS,"local","4.7 Ω 25 W wirewound pulse, axial, series L ≤ 10 µH (CX2-node series-RC damper RDMPx at 50 kW; 11.8 W = 47 % of the class) [4.7 Ω CX2-node damper resistor, 11.8 W on the 25 W class (47 %)]","any",acdc,1,21.6,16,14.1,12.8,16,13,RDMP1
SQP-4R7-25W,,CLASS,"local","4.7 Ω 25 W wirewound pulse, axial, series L ≤ 10 µH (CX2-node series-RC damper RDMPx at 50 kW; 11.8 W = 47 % of the class)","any",acdc,1,21.6,16,14.1,12.8,16,13,RDMP2
SQP-4R7-25W,,CLASS,"local","4.7 Ω 25 W wirewound pulse, axial, series L ≤ 10 µH (CX2-node series-RC damper RDMPx at 50 kW; 11.8 W = 47 % of the class)","any",acdc,1,21.6,16,14.1,12.8,16,13,RDMP3
TLV3202-class,,CLASS,"TI/3PEAK","dual 40 ns push-pull comparator SOIC/VSSOP-8, 2.7–5.5 V (F.11 window: trips above F11_VH and below F11_VL, diode-OR onto FLT = HRTIMER_FLT2)","TS3022 / LMV7239 ×2",dcdc,1,21.6,16,14.1,12.8,16,13,U1W
B2B-PH-K-S,C20504437,ORDERABLE,"JST","2-way header (NTC/term)","any",acdc+dcdc,5,4.1,3,2.6,2.4,15,12,JTPFC JTINL JTLLC JTXFR JTERM
RC0603FR-0710KL,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 10k (0603 land)","any",acdc+dcdc+card,34,0.5,0.4,0.4,0.3,14,10,RA0GPD RB0GPD RC0GPD RTPFCP RTINLP RBEFB RBKF2A RM24B RM15B RFDT1 RFDT2 RFDT3
PS122WF4702T4E,C2793932,REVIEW,"KOA/UniOhm","**47 kOhm** 2512 2 W anti-surge HV, Umax >= 250 V, 2-series per half, ONE string per half per module. 4.4 mA of bleed against a realistic hot can-to-can leakage imbalance of ≤ ~1.2 mA (the RFQ line ≤ 0.5 mA/can at 85 °C/415 V, graded per half) = ≤ 56 V of midpoint offset with both stages off, on a link sitting at the rectified crest; 0.92 W per element at 830 V (46 % of the 2 W part, 208 V per element), 3.7 W per module on EVERY SKU","any HV anti-surge",acdc,4,4.3,3.2,2.8,2.6,13,10,RBALT0A RBALT0B RBALB0A RBALB0B
ARG05BTC6801,C3033907,ORDERABLE,"UniOhm","divider bottom 0.1% (6.8 k unipolar / 11.5 k AC) 6.8k","any 0.1%",acdc+dcdc,5,3.4,2.5,2.2,2,13,10,RBPDL RBMDL ROADL ROBDL ROVDL
GR227M035F12RR0VL4FP0,C45078,ORDERABLE,"Aishi","220 µF 35 V","any",acdc,3,5.4,4,3.5,3.2,12,10,CAUX24 CAUX15 CVCC
R2512-11k-2W-AS,,CLASS,"KOA/UniOhm","11 kΩ 1 % 2512 2 W anti-surge, ≥200 V working (aux RCD clamp, 3-series = 33 k; ≤0.94 W/part at full load and 5 µH of leakage, ≤158 V/part at the 860 V limit-current event) [est ₹4 @1k, same family as R2512-47k-HV-AS]","any 2 W anti-surge 2512",acdc,3,5.4,4,3.5,3.2,12,10,RCLA1 RCLA2 RCLA3
CYA0630-10UH,C5189958,ORDERABLE,"any shielded","10 µH 3 A shielded power inductor (3V3 buck)","any",acdc+card,2,8.1,6,5.3,4.8,12,10,LBKA LBKCARD
TLV9061IDBVR,C398358,ORDERABLE,"TI/3PEAK","rail-to-rail op-amp (AVMID buffer)","LMV321",card,1,16.2,12,10.6,9.6,12,10,UAVB
CL05A105KO5NNNC,,CLASS,"any","1 µF 0805 (driver bias) 1uF (0402 land)","any",acdc+dcdc,14,1.1,0.8,0.7,0.6,11,8,CA0GB1 CA0GB2 CB0GB1 CB0GB2 CC0GB1 CC0GB2 C1HB1 C1HB2 C1LB1 C1LB2 C2HB1 C2HB2
R2512-HV,,CLASS,"UniOhm","2512 HV-rated 1 %, **limiting element voltage ≥ 500 V** (aux startup 2×470 k / brown-out 2×1.2 M, 2-series per 860 V). The working voltage is the specification, not the value: a standard 2512 thick-film is rated 200 V and these strings put ≈ 415–430 V on EACH element at the 830–860 V link, so the order line must name an HV family (RV2512 / CRCW-HV / PS-class, U_max ≥ 500 V) or the string goes to three elements","3-series standard 2512 (same total R, 277–287 V per element)",acdc,4,3.4,2.5,2.2,2,10,8,RAUXST1 RAUXST2 RBR1A RBR1B
C1206-1n-1kV-C0G,,CLASS,"Murata/Samsung/Walsin C0G","1 nF 1 kV C0G 1206 LLC turn-off snubber (tanks.mjs cs @50 kW L and A — the 35.6 µH Lm leaves ZVS headroom the 40 kW does not have)","2× 1206 in parallel for the same C at half the ESL",dcdc,1,13.5,10,8.8,8,10,8,C1HOS2
C1206-1n-1kV-C0G,,CLASS,"Murata/Samsung/Walsin C0G","1 nF 1 kV C0G 1206 LLC turn-off snubber (tanks.mjs cs @50 kW L and A — the 35.6 µH Lm leaves ZVS headroom the 40 kW does not have)","2× 1206 in parallel for the same C at half the ESL",dcdc,1,13.5,10,8.8,8,10,8,C1LOS2
C1206-1n-1kV-C0G,,CLASS,"Murata/Samsung/Walsin C0G","1 nF 1 kV C0G 1206 LLC turn-off snubber (tanks.mjs cs @50 kW L and A — the 35.6 µH Lm leaves ZVS headroom the 40 kW does not have)","2× 1206 in parallel for the same C at half the ESL",dcdc,1,13.5,10,8.8,8,10,8,C1HOS1
C1206-1n-1kV-C0G,,CLASS,"Murata/Samsung/Walsin C0G","1 nF 1 kV C0G 1206 LLC turn-off snubber (tanks.mjs cs @50 kW L and A — the 35.6 µH Lm leaves ZVS headroom the 40 kW does not have)","2× 1206 in parallel for the same C at half the ESL",dcdc,1,13.5,10,8.8,8,10,8,C1LOS1
C1206-1n-1kV-C0G,,CLASS,"Murata/Samsung/Walsin C0G","1 nF 1 kV C0G 1206 LLC turn-off snubber (tanks.mjs cs @50 kW L and A — the 35.6 µH Lm leaves ZVS headroom the 40 kW does not have)","2× 1206 in parallel for the same C at half the ESL",dcdc,1,13.5,10,8.8,8,10,8,C2HOS2
C1206-1n-1kV-C0G,,CLASS,"Murata/Samsung/Walsin C0G","1 nF 1 kV C0G 1206 LLC turn-off snubber (tanks.mjs cs @50 kW L and A — the 35.6 µH Lm leaves ZVS headroom the 40 kW does not have)","2× 1206 in parallel for the same C at half the ESL",dcdc,1,13.5,10,8.8,8,10,8,C2LOS2
C1206-1n-1kV-C0G,,CLASS,"Murata/Samsung/Walsin C0G","1 nF 1 kV C0G 1206 LLC turn-off snubber (tanks.mjs cs @50 kW L and A — the 35.6 µH Lm leaves ZVS headroom the 40 kW does not have)","2× 1206 in parallel for the same C at half the ESL",dcdc,1,13.5,10,8.8,8,10,8,C2HOS1
C1206-1n-1kV-C0G,,CLASS,"Murata/Samsung/Walsin C0G","1 nF 1 kV C0G 1206 LLC turn-off snubber (tanks.mjs cs @50 kW L and A — the 35.6 µH Lm leaves ZVS headroom the 40 kW does not have)","2× 1206 in parallel for the same C at half the ESL",dcdc,1,13.5,10,8.8,8,10,8,C2LOS1
PP-10n-1200,,CLASS,"Faratronic","10 nF 1200 V film (aux RCD clamp)","MLCC 1kV ×2",acdc,1,12.2,9,7.9,7.2,9,7,CCLA
R2512-150k-HV,,CLASS,"KOA/UniOhm","150 kOhm 1 % 2512 HV, Umax >= 400 V, 3-series across the OUTPUT studs (passive output bleeder behind DOUT): 450 kΩ total → τ 4.2 s on COF1+COF2, < 60 V in ≈ 12 s from 1000 V and ≈ 9 s from 500 V; 0.74 W and 333 V per element at 1000 V out, 2.2 W per module only while delivering at 1000 V (−0.007 % η)","any HV anti-surge 2512, 3-series",dcdc,3,4.1,3,2.6,2.4,9,7,RBO1 RBO2 RBO3
XTAL-8M-30PPM-3225,,CLASS,"any","8 MHz ±30 ppm SMD crystal, 3.2 × 2.5 mm, CL 12 pF, on MCU pins 12/13 with a ground guard under the can; firmware sets PORT_HXTAL_HZ = 8 MHz. An external crystal is required, not preferred: the module's only external interface is isolated CAN, classic CAN needs the SUM of both nodes' clock errors inside the resynchronisation jump width (≤0.5 %/node in practice, ±1.58 % absolute worst case), and the GD32 internal RC is ±2–3 % over −40…+105 °C — 5× the ISO 11898-1 budget at 16 tq / SJW 2","HC-49SMD 8 MHz ±30 ppm",card,1,12.2,9,7.9,7.2,9,7,XCARD
R1206-RG-0.5W,,CLASS,"any thick-film HP","gate resistor 1206, 0.5 W-rated (LLC R_on 4.7 Ω dissipates ~0.2 W at 140 kHz, so a standard 0.25 W part runs 80 %). The LLC **R_off is 0 Ω** — OUTL straight to the gate, driver R_OL 0.3 Ω — which is only correct WITH the per-die C_s fitted: together they give 69/76/77 % peak V_ds and −5.4 V of gate undershoot, where 0 Ω alone gives 77 % and −5.6…−6.7 V against a −8 V transient maximum. The 1206 land is kept so a bench re-fit can put the resistor back. Vienna keeps 4.7/4.7 Ω","2× 0805 parallel",dcdc,4,2.7,2,1.8,1.6,8,6,R1HOFF R1LOFF R2HOFF R2LOFF
ACT45B-510-2P-TL003,C55213551,ORDERABLE,"any","CAN common-mode choke","any",dcdc,1,10.8,8,7,6.4,8,6,LCAN
B4B-PH-K-S,C131334,ORDERABLE,"JST","CAN connector 4-way","any",dcdc,1,10.8,8,7,6.4,8,6,JCAN
PZ254V-11-05P,C492404,ORDERABLE,"any","SWD/boot header (end-of-line programming; LV-only test state, §45)","TC2030 pads",card,1,10.8,8,7,6.4,8,6,JSWDCARD
74HC11,C5524384,ORDERABLE,"any","triple 3-input AND (gate-enable wired-AND)","74LVC1G11 ×1",card,1,10.8,8,7,6.4,8,6,UANDCARD
RT0805BRD0711K5L,C865153,ORDERABLE,"UniOhm","divider bottom 0.1% (6.8 k unipolar / 11.5 k AC) 11.5k","any 0.1%",acdc,3,3.4,2.5,2.2,2,8,6,RV1DL RV2DL RV3DL
R0805-2R2,,CLASS,"any thick-film","per-device series gate R — one on EVERY die including the original device, never a shared node. LLC paralleled positions 2.2 Ω; the Vienna common-source pair takes **1 Ω per die**, because two 5–6 nF C_iss gates tied together through package lead inductance are an undamped 50–200 MHz loop that no single-device simulation shows. +₹1.2/module","any",acdc+dcdc,14,0.7,0.5,0.4,0.4,7,6,RGA0A1 RGA0B1 RGB0A1 RGB0B1 RGC0A1 RGC0B1 RG1H2 RG1L2 RG1H1 RG1L1 RG2H2 RG2L2
RC0603FR-07100RL,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback) 100 (0603 land)","any",acdc+dcdc,17,0.5,0.4,0.4,0.3,7,5,RA0GDS RB0GDS RC0GDS RV1O RV2O RV3O RBPO RBMO R1HDS R1LDS R2HDS R2LDS
TAB-M4,,CLASS,"local","discharge FET heatsink tab stud","—",acdc,1,8.1,6,5.3,4.8,6,5,QDIS
US2G,C49263,ORDERABLE,"MDD/Yageo","400 V 2 A ultrafast SMB (aux 15 V / self-supply rectifiers — PIV ≈ 157 V plus ring)","MURS240",acdc,2,4.1,3,2.6,2.4,6,5,DAUX15 DAUXVC
TACT-6x6,C318884,REVIEW,"any","tactile switch 6×6 (HMI; pinout pairing verified at BOM freeze against the chosen series)","any",dcdc,2,4.1,3,2.6,2.4,6,5,SW1 SW2
R-small,,CLASS,"any","small-signal resistor 0402–0805 (pulls/filters/feedback)","any",acdc+dcdc+card,13,0.5,0.4,0.4,0.3,5,4,RA0F RB0F RC0F RQDL RAUXRT REN2A RM24A RPVBA RPVBB RF11H RF11M RF11L
US3M,C3039981,ORDERABLE,"onsemi/MDD (MURS340 class)","400 V 3 A ultrafast, SMC pad (aux 24 V rectifier — PIV ≈ 176 V plus the leakage ring, which is why the class is 400 V and not a 100 V Schottky)","ES3 series 400 V",acdc,1,6.8,5,4.4,4,5,4,DAUX24
74HC02D,,ORDERABLE,"any","quad NOR SOIC-14 — hardware S/P exclusion: KSER coil = KSER ∧ ¬(KPARA∨KPARB). Every destructive matrix state involves KSER, so the exclusion is wired in hardware and not left to firmware","any",dcdc,1,6.8,5,4.4,4,5,4,UEXCL
CL21B105KBFNNNE,C28323,ORDERABLE,"any","1 µF 0805 bulk on module-fed floating rails (Bias5 / shunt-amp / CAN 5 V) 1uF","any",acdc+dcdc,6,1.1,0.8,0.7,0.6,5,4,C5BAC C5BBUS CSHB C5BBKA C5BBKB CCB5
MLCC-1n-0402-C0G,,CLASS,"any C0G","1 nF 0402 C0G/NP0 50 V — ADC sampling reservoir at the card's analogue pins; comparator paths F.01/F.03/F.13 see τ ≤ 0.4 µs","any 0402 C0G 1 nF",card,22,0.3,0.2,0.2,0.2,4,4,CADC0 CADC1 CADC2 CADC3 CADC4 CADC5 CADC6 CADC7 CADC8 CADC9 CADC10 CADC11
R2512-0R30-2W-1%,,CLASS,"any","0.30 Ω 1% 2 W 2512 resonant-CT burden (F.11 220 A pk = 0.66 V above AVMID; observable to 540 A, past the 503 A monitor peak 3 µs after an internal short; 120 A rms tank class → 0.43 W on the 2 W part) [0.30 Ω resonant-CT burden on the 2 W class: F.11 220 A pk = 0.66 V above AVMID, observable to 540 A against the 503 A monitor peak 3 µs after an internal short; 1.2 A rms → 0.43 W]","2× 1206 0R91 parallel",dcdc,1,5.5,4.1,3.6,3.3,4,3,R1CT
PESD1CAN,C143073,ORDERABLE,"Nexperia/eq","CAN TVS","any",dcdc,1,5.4,4,3.5,3.2,4,3,TVSCAN
74HC595,C19192516,ORDERABLE,"any","shift register SOIC-16 (HMI segments)","TPIC6C595",dcdc,1,5.4,4,3.5,3.2,4,3,USR1
R0603-10k,,CLASS,"any","10 kΩ 0603 card-interface pull-down (board-side default-OFF on the GATE_EN/EN/DO ways — CARD_RULES)","any",acdc+dcdc,13,0.4,0.3,0.3,0.2,4,3,RPD0 RPD1 RPD2 RPD3 RPD4 RPD5 RPD6 RPDB0 RPDB1 RPDB2 RPDB3 RPDB4
RC0805FR-0710KL,C84376,ORDERABLE,"any","10 kΩ gate-source 10k","any",acdc+dcdc,7,0.7,0.5,0.4,0.4,4,3,RA0GGS RB0GGS RC0GGS R1HGS R1LGS R2HGS R2LGS
1N4148WS,C2128,ORDERABLE,"any","clamp diode SOD-323 (to 3V3)","BAS316",acdc+dcdc,8,0.5,0.4,0.4,0.3,3,2,DA0P DA0N DB0P DB0N DC0P DC0N D1CP D1CN
CC0603KRX7R9BB102,C100040,ORDERABLE,"any","filter/decoupling MLCC 0402–0805 1nF","any",acdc+card,6,0.7,0.5,0.4,0.4,3,2,CA0F CB0F CC0F CFBF CRSTCARD CFLTC
